TYPE,SKU,DESCRIPTION,REVENUE,COMMISSION
EBU SIMO AIRTIME,116868N,36m Promo (low tier)7 Unlimited Max Gold,0.0,0.0
EBU SIMO AIRTIME,116868,36m Promo (low tier)7 Unlimited Max Gold,0.0,0.0
EBU SIMO AIRTIME,116869N,36m Promo (mid tier)6 Unlimited Max Gold,0.0,0.0
EBU SIMO AIRTIME,116869,36m Promo (mid tier)6 Unlimited Max Gold,0.0,0.0
EBU SOHO,115238N,24mths Band K 2GB Red Plan ,0.0,0.0
EBU SOHO,115238,24mths Band K 2GB Red Plan ,0.0,0.0
EBU SOHO,115239N,24mths Band K 6GB Red Plan ,0.0,0.0
EBU SOHO,115239,24mths Band K 6GB Red Plan ,0.0,0.0
EBU SOHO,115240N,24mths Band K 10GB Red Plan,0.0,0.0
EBU SOHO,115240,24mths Band K 10GB Red Plan,0.0,0.0
EBU SOHO,115241N,24mths Band K 12GB Red Plan ,0.0,0.0
EBU SOHO,115241,24mths Band K 12GB Red Plan ,0.0,0.0
EBU SOHO,115242N,24mths Band K 25GB Red Plan,0.0,0.0
EBU SOHO,115242,24mths Band K 25GB Red Plan,0.0,0.0
EBU SOHO,115243N,24mths Band K 40GB Red Plan,0.0,0.0
EBU SOHO,115243,24mths Band K 40GB Red Plan,0.0,0.0
EBU SOHO,115244N,24mths Band K 50GB Red Plan,0.0,0.0
EBU SOHO,115244,24mths Band K 50GB Red Plan,0.0,0.0
EBU SOHO,115245N,24mths Band K 100GB Red Plan ,0.0,0.0
EBU SOHO,115245,24mths Band K 100GB Red Plan ,0.0,0.0
EBU SOHO,115246N,24mths Band K 120GB Red Plan ,0.0,0.0
EBU SOHO,115246,24mths Band K 120GB Red Plan ,0.0,0.0
EBU SOHO,115247N,24mths Band K 150GB Red Plan ,0.0,0.0
EBU SOHO,115247,24mths Band K 150GB Red Plan ,0.0,0.0
EBU SOHO,115248N,24mths Band K 250GB Red Plan ,0.0,0.0
EBU SOHO,115248,24mths Band K 250GB Red Plan ,0.0,0.0
EBU SOHO,115249N,24mths Band K Unlimited Lite Plan,0.0,0.0
EBU SOHO,115249,24mths Band K Unlimited Lite Plan,0.0,0.0
EBU SOHO,115250N,24mths Band K Unlimited Plan,0.0,0.0
EBU SOHO,115250,24mths Band K Unlimited Plan,0.0,0.0
EBU SOHO,115251N,24mths Band K Unlimited Max Plan,0.0,0.0
EBU SOHO,115251,24mths Band K Unlimited Max Plan,0.0,0.0
EBU SOHO,115252N,24mths Band J 2GB Red Plan ,0.0,0.0
EBU SOHO,115252,24mths Band J 2GB Red Plan ,0.0,0.0
EBU SOHO,115253N,24mths Band J 6GB Red Plan ,0.0,0.0
EBU SOHO,115253,24mths Band J 6GB Red Plan ,0.0,0.0
EBU SOHO,115254N,24mths Band J 10GB Red Plan,0.0,0.0
EBU SOHO,115254,24mths Band J 10GB Red Plan,0.0,0.0
EBU SOHO,115255N,24mths Band J 12GB Red Plan ,0.0,0.0
EBU SOHO,115255,24mths Band J 12GB Red Plan ,0.0,0.0
EBU SOHO,115256N,24mths Band J 25GB Red Plan,0.0,0.0
EBU SOHO,115256,24mths Band J 25GB Red Plan,0.0,0.0
EBU SOHO,115257N,24mths Band J 40GB Red Plan,0.0,0.0
EBU SOHO,115257,24mths Band J 40GB Red Plan,0.0,0.0
EBU SOHO,115258N,24mths Band J 50GB Red Plan,0.0,0.0
EBU SOHO,115258,24mths Band J 50GB Red Plan,0.0,0.0
EBU SOHO,115259N,24mths Band J 100GB Red Plan ,0.0,0.0
EBU SOHO,115259,24mths Band J 100GB Red Plan ,0.0,0.0
EBU SOHO,115260N,24mths Band J 120GB Red Plan ,0.0,0.0
EBU SOHO,115260,24mths Band J 120GB Red Plan ,0.0,0.0
EBU SOHO,115261N,24mths Band J 150GB Red Plan ,0.0,0.0
EBU SOHO,115261,24mths Band J 150GB Red Plan ,0.0,0.0
EBU SOHO,115262N,24mths Band J 250GB Red Plan ,0.0,0.0
EBU SOHO,115262,24mths Band J 250GB Red Plan ,0.0,0.0
EBU SOHO,115263N,24mths Band J Unlimited Lite Plan,0.0,0.0
EBU SOHO,115263,24mths Band J Unlimited Lite Plan,0.0,0.0
EBU SOHO,115264N,24mths Band J Unlimited Plan,0.0,0.0
EBU SOHO,115264,24mths Band J Unlimited Plan,0.0,0.0
EBU SOHO,115265N,24mths Band J Unlimited Max Plan,0.0,0.0
EBU SOHO,115265,24mths Band J Unlimited Max Plan,0.0,0.0
EBU SOHO,115266N,24mths Band I 2GB Red Plan ,0.0,0.0
EBU SOHO,115266,24mths Band I 2GB Red Plan ,0.0,0.0
EBU SOHO,115267N,24mths Band I 6GB Red Plan ,0.0,0.0
EBU SOHO,115267,24mths Band I 6GB Red Plan ,0.0,0.0
EBU SOHO,115268N,24mths Band I 10GB Red Plan,0.0,0.0
EBU SOHO,115268,24mths Band I 10GB Red Plan,0.0,0.0
EBU SOHO,115269N,24mths Band I 12GB Red Plan ,0.0,0.0
EBU SOHO,115269,24mths Band I 12GB Red Plan ,0.0,0.0
EBU SOHO,115270N,24mths Band I 25GB Red Plan,0.0,0.0
EBU SOHO,115270,24mths Band I 25GB Red Plan,0.0,0.0
EBU SOHO,115271N,24mths Band I 40GB Red Plan,0.0,0.0
EBU SOHO,115271,24mths Band I 40GB Red Plan,0.0,0.0
EBU SOHO,115272N,24mths Band I 50GB Red Plan,0.0,0.0
EBU SOHO,115272,24mths Band I 50GB Red Plan,0.0,0.0
EBU SOHO,115273N,24mths Band I 100GB Red Plan ,0.0,0.0
EBU SOHO,115273,24mths Band I 100GB Red Plan ,0.0,0.0
EBU SOHO,115274N,24mths Band I 120GB Red Plan ,0.0,0.0
EBU SOHO,115274,24mths Band I 120GB Red Plan ,0.0,0.0
EBU SOHO,115275N,24mths Band I 150GB Red Plan ,0.0,0.0
EBU SOHO,115275,24mths Band I 150GB Red Plan ,0.0,0.0
EBU SOHO,115276N,24mths Band I 250GB Red Plan ,0.0,0.0
EBU SOHO,115276,24mths Band I 250GB Red Plan ,0.0,0.0
EBU SOHO,115277N,24mths Band I Unlimited Lite Plan,0.0,0.0
EBU SOHO,115277,24mths Band I Unlimited Lite Plan,0.0,0.0
EBU SOHO,115278N,24mths Band I Unlimited Plan,0.0,0.0
EBU SOHO,115278,24mths Band I Unlimited Plan,0.0,0.0
EBU SOHO,115279N,24mths Band I Unlimited Max Plan,0.0,0.0
EBU SOHO,115279,24mths Band I Unlimited Max Plan,0.0,0.0
EBU SOHO,115280N,24mths Band H 2GB Red Plan ,0.0,0.0
EBU SOHO,115280,24mths Band H 2GB Red Plan ,0.0,0.0
EBU SOHO,115281N,24mths Band H 6GB Red Plan ,0.0,0.0
EBU SOHO,115281,24mths Band H 6GB Red Plan ,0.0,0.0
EBU SOHO,115282N,24mths Band H 10GB Red Plan,0.0,0.0
EBU SOHO,115282,24mths Band H 10GB Red Plan,0.0,0.0
EBU SOHO,115283N,24mths Band H 12GB Red Plan ,0.0,0.0
EBU SOHO,115283,24mths Band H 12GB Red Plan ,0.0,0.0
EBU SOHO,115284N,24mths Band H 25GB Red Plan,0.0,0.0
EBU SOHO,115284,24mths Band H 25GB Red Plan,0.0,0.0
EBU SOHO,115285N,24mths Band H 40GB Red Plan,0.0,0.0
EBU SOHO,115285,24mths Band H 40GB Red Plan,0.0,0.0
EBU SOHO,115286N,24mths Band H 50GB Red Plan,0.0,0.0
EBU SOHO,115286,24mths Band H 50GB Red Plan,0.0,0.0
EBU SOHO,115287N,24mths Band H 100GB Red Plan ,0.0,0.0
EBU SOHO,115287,24mths Band H 100GB Red Plan ,0.0,0.0
EBU SOHO,115288N,24mths Band H 120GB Red Plan ,0.0,0.0
EBU SOHO,115288,24mths Band H 120GB Red Plan ,0.0,0.0
EBU SOHO,115289N,24mths Band H 150GB Red Plan ,0.0,0.0
EBU SOHO,115289,24mths Band H 150GB Red Plan ,0.0,0.0
EBU SOHO,115290N,24mths Band H 250GB Red Plan ,0.0,0.0
EBU SOHO,115290,24mths Band H 250GB Red Plan ,0.0,0.0
EBU SOHO,115291N,24mths Band H Unlimited Lite Plan,0.0,0.0
EBU SOHO,115291,24mths Band H Unlimited Lite Plan,0.0,0.0
EBU SOHO,115292N,24mths Band H Unlimited Plan,0.0,0.0
EBU SOHO,115292,24mths Band H Unlimited Plan,0.0,0.0
EBU SOHO,115293N,24mths Band H Unlimited Max Plan,0.0,0.0
EBU SOHO,115293,24mths Band H Unlimited Max Plan,0.0,0.0
EBU SOHO,115294N,24mths Band G 2GB Red Plan ,0.0,0.0
EBU SOHO,115294,24mths Band G 2GB Red Plan ,0.0,0.0
EBU SOHO,115295N,24mths Band G 6GB Red Plan ,0.0,0.0
EBU SOHO,115295,24mths Band G 6GB Red Plan ,0.0,0.0
EBU SOHO,115296N,24mths Band G 10GB Red Plan,0.0,0.0
EBU SOHO,115296,24mths Band G 10GB Red Plan,0.0,0.0
EBU SOHO,115297N,24mths Band G 12GB Red Plan ,0.0,0.0
EBU SOHO,115297,24mths Band G 12GB Red Plan ,0.0,0.0
EBU SOHO,115298N,24mths Band G 25GB Red Plan,0.0,0.0
EBU SOHO,115298,24mths Band G 25GB Red Plan,0.0,0.0
EBU SOHO,115299N,24mths Band G 40GB Red Plan,0.0,0.0
EBU SOHO,115299,24mths Band G 40GB Red Plan,0.0,0.0
EBU SOHO,115300N,24mths Band G 50GB Red Plan,0.0,0.0
EBU SOHO,115300,24mths Band G 50GB Red Plan,0.0,0.0
EBU SOHO,115301N,24mths Band G 100GB Red Plan ,0.0,0.0
EBU SOHO,115301,24mths Band G 100GB Red Plan ,0.0,0.0
EBU SOHO,115302N,24mths Band G 120GB Red Plan ,0.0,0.0
EBU SOHO,115302,24mths Band G 120GB Red Plan ,0.0,0.0
EBU SOHO,115303N,24mths Band G 150GB Red Plan ,0.0,0.0
EBU SOHO,115303,24mths Band G 150GB Red Plan ,0.0,0.0
EBU SOHO,115304N,24mths Band G 250GB Red Plan ,0.0,0.0
EBU SOHO,115304,24mths Band G 250GB Red Plan ,0.0,0.0
EBU SOHO,115305N,24mths Band G Unlimited Lite Plan,0.0,0.0
EBU SOHO,115305,24mths Band G Unlimited Lite Plan,0.0,0.0
EBU SOHO,115306N,24mths Band G Unlimited Plan,0.0,0.0
EBU SOHO,115306,24mths Band G Unlimited Plan,0.0,0.0
EBU SOHO,115307N,24mths Band G Unlimited Max Plan,0.0,0.0
EBU SOHO,115307,24mths Band G Unlimited Max Plan,0.0,0.0
EBU SOHO,115308N,24mths Band F 2GB Red Plan ,0.0,0.0
EBU SOHO,115308,24mths Band F 2GB Red Plan ,0.0,0.0
EBU SOHO,115309N,24mths Band F 6GB Red Plan ,0.0,0.0
EBU SOHO,115309,24mths Band F 6GB Red Plan ,0.0,0.0
EBU SOHO,115310N,24mths Band F 10GB Red Plan,0.0,0.0
EBU SOHO,115310,24mths Band F 10GB Red Plan,0.0,0.0
EBU SOHO,115311N,24mths Band F 12GB Red Plan ,0.0,0.0
EBU SOHO,115311,24mths Band F 12GB Red Plan ,0.0,0.0
EBU SOHO,115312N,24mths Band F 25GB Red Plan,0.0,0.0
EBU SOHO,115312,24mths Band F 25GB Red Plan,0.0,0.0
EBU SOHO,115313N,24mths Band F 40GB Red Plan,0.0,0.0
EBU SOHO,115313,24mths Band F 40GB Red Plan,0.0,0.0
EBU SOHO,115314N,24mths Band F 50GB Red Plan,0.0,0.0
EBU SOHO,115314,24mths Band F 50GB Red Plan,0.0,0.0
EBU SOHO,115315N,24mths Band F 100GB Red Plan ,0.0,0.0
EBU SOHO,115315,24mths Band F 100GB Red Plan ,0.0,0.0
EBU SOHO,115316N,24mths Band F 120GB Red Plan ,0.0,0.0
EBU SOHO,115316,24mths Band F 120GB Red Plan ,0.0,0.0
EBU SOHO,115317N,24mths Band F 150GB Red Plan ,0.0,0.0
EBU SOHO,115317,24mths Band F 150GB Red Plan ,0.0,0.0
EBU SOHO,115318N,24mths Band F 250GB Red Plan ,0.0,0.0
EBU SOHO,115318,24mths Band F 250GB Red Plan ,0.0,0.0
EBU SOHO,115319N,24mths Band F Unlimited Lite Plan,0.0,0.0
EBU SOHO,115319,24mths Band F Unlimited Lite Plan,0.0,0.0
EBU SOHO,115320N,24mths Band F Unlimited Plan,0.0,0.0
EBU SOHO,115320,24mths Band F Unlimited Plan,0.0,0.0
EBU SOHO,115321N,24mths Band F Unlimited Max Plan,0.0,0.0
EBU SOHO,115321,24mths Band F Unlimited Max Plan,0.0,0.0
EBU SOHO,115322N,24mths Band F 6GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115322,24mths Band F 6GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115323N,24mths Band F 12GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115323,24mths Band F 12GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115324N,24mths Band F 25GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115324,24mths Band F 25GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115325N,24mths Band F 100GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115325,24mths Band F 100GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115326N,24mths Band F 150GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115326,24mths Band F 150GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115327N,24mths Band F 250GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115327,24mths Band F 250GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115328N,24mths Band F Unlimited Plan with Entertainment,0.0,0.0
EBU SOHO,115328,24mths Band F Unlimited Plan with Entertainment,0.0,0.0
EBU SOHO,115329N,24mths Band F Unlimited Max Plan with Entertainment,0.0,0.0
EBU SOHO,115329,24mths Band F Unlimited Max Plan with Entertainment,0.0,0.0
EBU SOHO,115330N,24mths Band E 2GB Red Plan ,0.0,0.0
EBU SOHO,115330,24mths Band E 2GB Red Plan ,0.0,0.0
EBU SOHO,115331N,24mths Band E 6GB Red Plan ,0.0,0.0
EBU SOHO,115331,24mths Band E 6GB Red Plan ,0.0,0.0
EBU SOHO,115332N,24mths Band E 10GB Red Plan,0.0,0.0
EBU SOHO,115332,24mths Band E 10GB Red Plan,0.0,0.0
EBU SOHO,115333N,24mths Band E 12GB Red Plan ,0.0,0.0
EBU SOHO,115333,24mths Band E 12GB Red Plan ,0.0,0.0
EBU SOHO,115334N,24mths Band E 25GB Red Plan,0.0,0.0
EBU SOHO,115334,24mths Band E 25GB Red Plan,0.0,0.0
EBU SOHO,115335N,24mths Band E 40GB Red Plan,0.0,0.0
EBU SOHO,115335,24mths Band E 40GB Red Plan,0.0,0.0
EBU SOHO,115336N,24mths Band E 50GB Red Plan,0.0,0.0
EBU SOHO,115336,24mths Band E 50GB Red Plan,0.0,0.0
EBU SOHO,115337N,24mths Band E 100GB Red Plan ,0.0,0.0
EBU SOHO,115337,24mths Band E 100GB Red Plan ,0.0,0.0
EBU SOHO,115338N,24mths Band E 120GB Red Plan ,0.0,0.0
EBU SOHO,115338,24mths Band E 120GB Red Plan ,0.0,0.0
EBU SOHO,115339N,24mths Band E 150GB Red Plan ,0.0,0.0
EBU SOHO,115339,24mths Band E 150GB Red Plan ,0.0,0.0
EBU SOHO,115340N,24mths Band E 250GB Red Plan ,0.0,0.0
EBU SOHO,115340,24mths Band E 250GB Red Plan ,0.0,0.0
EBU SOHO,115341N,24mths Band E Unlimited Lite Plan,0.0,0.0
EBU SOHO,115341,24mths Band E Unlimited Lite Plan,0.0,0.0
EBU SOHO,115342N,24mths Band E Unlimited Plan,0.0,0.0
EBU SOHO,115342,24mths Band E Unlimited Plan,0.0,0.0
EBU SOHO,115343N,24mths Band E Unlimited Max Plan,0.0,0.0
EBU SOHO,115343,24mths Band E Unlimited Max Plan,0.0,0.0
EBU SOHO,115344N,24mths Band E 6GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115344,24mths Band E 6GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115345N,24mths Band E 12GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115345,24mths Band E 12GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115346N,24mths Band E 25GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115346,24mths Band E 25GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115347N,24mths Band E 100GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115347,24mths Band E 100GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115348N,24mths Band E 150GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115348,24mths Band E 150GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115349N,24mths Band E 250GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115349,24mths Band E 250GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115350N,24mths Band E Unlimited Plan with Entertainment,0.0,0.0
EBU SOHO,115350,24mths Band E Unlimited Plan with Entertainment,0.0,0.0
EBU SOHO,115351N,24mths Band E Unlimited Max Plan with Entertainment,0.0,0.0
EBU SOHO,115351,24mths Band E Unlimited Max Plan with Entertainment,0.0,0.0
EBU SOHO,115352N,24mths Band D 2GB Red Plan ,0.0,0.0
EBU SOHO,115352,24mths Band D 2GB Red Plan ,0.0,0.0
EBU SOHO,115353N,24mths Band D 6GB Red Plan ,0.0,0.0
EBU SOHO,115353,24mths Band D 6GB Red Plan ,0.0,0.0
EBU SOHO,115354N,24mths Band D 10GB Red Plan,0.0,0.0
EBU SOHO,115354,24mths Band D 10GB Red Plan,0.0,0.0
EBU SOHO,115355N,24mths Band D 12GB Red Plan ,0.0,0.0
EBU SOHO,115355,24mths Band D 12GB Red Plan ,0.0,0.0
EBU SOHO,115356N,24mths Band D 25GB Red Plan,0.0,0.0
EBU SOHO,115356,24mths Band D 25GB Red Plan,0.0,0.0
EBU SOHO,115357N,24mths Band D 40GB Red Plan,0.0,0.0
EBU SOHO,115357,24mths Band D 40GB Red Plan,0.0,0.0
EBU SOHO,115358N,24mths Band D 50GB Red Plan,0.0,0.0
EBU SOHO,115358,24mths Band D 50GB Red Plan,0.0,0.0
EBU SOHO,115359N,24mths Band D 100GB Red Plan ,0.0,0.0
EBU SOHO,115359,24mths Band D 100GB Red Plan ,0.0,0.0
EBU SOHO,115360N,24mths Band D 120GB Red Plan ,0.0,0.0
EBU SOHO,115360,24mths Band D 120GB Red Plan ,0.0,0.0
EBU SOHO,115361N,24mths Band D 150GB Red Plan ,0.0,0.0
EBU SOHO,115361,24mths Band D 150GB Red Plan ,0.0,0.0
EBU SOHO,115362N,24mths Band D 250GB Red Plan ,0.0,0.0
EBU SOHO,115362,24mths Band D 250GB Red Plan ,0.0,0.0
EBU SOHO,115363N,24mths Band D Unlimited Lite Plan,0.0,0.0
EBU SOHO,115363,24mths Band D Unlimited Lite Plan,0.0,0.0
EBU SOHO,115364N,24mths Band D Unlimited Plan,0.0,0.0
EBU SOHO,115364,24mths Band D Unlimited Plan,0.0,0.0
EBU SOHO,115365N,24mths Band D Unlimited Max Plan,0.0,0.0
EBU SOHO,115365,24mths Band D Unlimited Max Plan,0.0,0.0
EBU SOHO,115366N,24mths Band D 6GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115366,24mths Band D 6GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115367N,24mths Band D 12GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115367,24mths Band D 12GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115368N,24mths Band D 25GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115368,24mths Band D 25GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115369N,24mths Band D 100GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115369,24mths Band D 100GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115370N,24mths Band D 150GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115370,24mths Band D 150GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115371N,24mths Band D 250GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115371,24mths Band D 250GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115372N,24mths Band D Unlimited Plan with Entertainment,0.0,0.0
EBU SOHO,115372,24mths Band D Unlimited Plan with Entertainment,0.0,0.0
EBU SOHO,115373N,24mths Band D Unlimited Max Plan with Entertainment,0.0,0.0
EBU SOHO,115373,24mths Band D Unlimited Max Plan with Entertainment,0.0,0.0
EBU SOHO,115374N,24mths Band C 2GB Red Plan ,0.0,0.0
EBU SOHO,115374,24mths Band C 2GB Red Plan ,0.0,0.0
EBU SOHO,115375N,24mths Band C 6GB Red Plan ,0.0,0.0
EBU SOHO,115375,24mths Band C 6GB Red Plan ,0.0,0.0
EBU SOHO,115376N,24mths Band C 10GB Red Plan,0.0,0.0
EBU SOHO,115376,24mths Band C 10GB Red Plan,0.0,0.0
EBU SOHO,115377N,24mths Band C 12GB Red Plan ,0.0,0.0
EBU SOHO,115377,24mths Band C 12GB Red Plan ,0.0,0.0
EBU SOHO,115378N,24mths Band C 25GB Red Plan,0.0,0.0
EBU SOHO,115378,24mths Band C 25GB Red Plan,0.0,0.0
EBU SOHO,115379N,24mths Band C 40GB Red Plan,0.0,0.0
EBU SOHO,115379,24mths Band C 40GB Red Plan,0.0,0.0
EBU SOHO,115380N,24mths Band C 50GB Red Plan,0.0,0.0
EBU SOHO,115380,24mths Band C 50GB Red Plan,0.0,0.0
EBU SOHO,115381N,24mths Band C 100GB Red Plan ,0.0,0.0
EBU SOHO,115381,24mths Band C 100GB Red Plan ,0.0,0.0
EBU SOHO,115382N,24mths Band C 120GB Red Plan ,0.0,0.0
EBU SOHO,115382,24mths Band C 120GB Red Plan ,0.0,0.0
EBU SOHO,115383N,24mths Band C 150GB Red Plan ,0.0,0.0
EBU SOHO,115383,24mths Band C 150GB Red Plan ,0.0,0.0
EBU SOHO,115384N,24mths Band C 250GB Red Plan ,0.0,0.0
EBU SOHO,115384,24mths Band C 250GB Red Plan ,0.0,0.0
EBU SOHO,115385N,24mths Band C Unlimited Lite Plan,0.0,0.0
EBU SOHO,115385,24mths Band C Unlimited Lite Plan,0.0,0.0
EBU SOHO,115386N,24mths Band C Unlimited Plan,0.0,0.0
EBU SOHO,115386,24mths Band C Unlimited Plan,0.0,0.0
EBU SOHO,115387N,24mths Band C Unlimited Max Plan,0.0,0.0
EBU SOHO,115387,24mths Band C Unlimited Max Plan,0.0,0.0
EBU SOHO,115388N,24mths Band C 6GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115388,24mths Band C 6GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115389N,24mths Band C 12GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115389,24mths Band C 12GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115390N,24mths Band C 25GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115390,24mths Band C 25GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115391N,24mths Band C 100GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115391,24mths Band C 100GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115392N,24mths Band C 150GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115392,24mths Band C 150GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115393N,24mths Band C 250GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115393,24mths Band C 250GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115394N,24mths Band C Unlimited Plan with Entertainment,0.0,0.0
EBU SOHO,115394,24mths Band C Unlimited Plan with Entertainment,0.0,0.0
EBU SOHO,115395N,24mths Band C Unlimited Max Plan with Entertainment,0.0,0.0
EBU SOHO,115395,24mths Band C Unlimited Max Plan with Entertainment,0.0,0.0
EBU SOHO,115396N,24mths Band B 2GB Red Plan ,0.0,0.0
EBU SOHO,115396,24mths Band B 2GB Red Plan ,0.0,0.0
EBU SOHO,115397N,24mths Band B 6GB Red Plan ,0.0,0.0
EBU SOHO,115397,24mths Band B 6GB Red Plan ,0.0,0.0
EBU SOHO,115398N,24mths Band B 10GB Red Plan,0.0,0.0
EBU SOHO,115398,24mths Band B 10GB Red Plan,0.0,0.0
EBU SOHO,115399N,24mths Band B 12GB Red Plan ,0.0,0.0
EBU SOHO,115399,24mths Band B 12GB Red Plan ,0.0,0.0
EBU SOHO,115400N,24mths Band B 25GB Red Plan,0.0,0.0
EBU SOHO,115400,24mths Band B 25GB Red Plan,0.0,0.0
EBU SOHO,115401N,24mths Band B 40GB Red Plan,0.0,0.0
EBU SOHO,115401,24mths Band B 40GB Red Plan,0.0,0.0
EBU SOHO,115402N,24mths Band B 50GB Red Plan,0.0,0.0
EBU SOHO,115402,24mths Band B 50GB Red Plan,0.0,0.0
EBU SOHO,115403N,24mths Band B 100GB Red Plan ,0.0,0.0
EBU SOHO,115403,24mths Band B 100GB Red Plan ,0.0,0.0
EBU SOHO,115404N,24mths Band B 120GB Red Plan ,0.0,0.0
EBU SOHO,115404,24mths Band B 120GB Red Plan ,0.0,0.0
EBU SOHO,115405N,24mths Band B 150GB Red Plan ,0.0,0.0
EBU SOHO,115405,24mths Band B 150GB Red Plan ,0.0,0.0
EBU SOHO,115406N,24mths Band B 250GB Red Plan ,0.0,0.0
EBU SOHO,115406,24mths Band B 250GB Red Plan ,0.0,0.0
EBU SOHO,115407N,24mths Band B Unlimited Lite Plan,0.0,0.0
EBU SOHO,115407,24mths Band B Unlimited Lite Plan,0.0,0.0
EBU SOHO,115408N,24mths Band B Unlimited Plan,0.0,0.0
EBU SOHO,115408,24mths Band B Unlimited Plan,0.0,0.0
EBU SOHO,115409N,24mths Band B Unlimited Max Plan,0.0,0.0
EBU SOHO,115409,24mths Band B Unlimited Max Plan,0.0,0.0
EBU SOHO,115410N,24mths Band B 6GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115410,24mths Band B 6GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115411N,24mths Band B 12GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115411,24mths Band B 12GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115412N,24mths Band B 25GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115412,24mths Band B 25GB Red Plan with Entertainment,0.0,0.0
EBU SOHO,115413N,24mths Band B 100GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115413,24mths Band B 100GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115414N,24mths Band B 150GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115414,24mths Band B 150GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115415N,24mths Band B 250GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115415,24mths Band B 250GB Red Plan with Entertainment ,0.0,0.0
EBU SOHO,115416N,24mths Band B Unlimited Plan with Entertainment,0.0,0.0
EBU SOHO,115416,24mths Band B Unlimited Plan with Entertainment,0.0,0.0
EBU SOHO,115417N,24mths Band B Unlimited Max Plan with Entertainment,0.0,0.0
EBU SOHO,115417,24mths Band B Unlimited Max Plan with Entertainment,0.0,0.0
EBU SOHO,115418N,24mths Band A 2GB Red Plan ,0.0,0.0
EBU SOHO,115418,24mths Band A 2GB Red Plan ,0.0,0.0
EBU SOHO,115419N,24mths Band A 6GB Red Plan ,0.0,0.0
EBU SOHO,115419,24mths Band A 6GB Red Plan ,0.0,0.0
EBU SOHO,115420N,24mths Band A 10GB Red Plan,0.0,0.0
EBU SOHO,115420,24mths Band A 10GB Red Plan,0.0,0.0
EBU SOHO,115421N,24mths Band A 12GB Red Plan ,0.0,0.0
EBU SOHO,115421,24mths Band A 12GB Red Plan ,0.0,0.0
