TYPE,SKU,DESCRIPTION,REVENUE,COMMISSION
HBB,115011,Pro Superfast 1 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115012N,Pro Superfast 1 Xtra with Alexa Built-In,130.0,13.0
HBB,115012,Pro Superfast 1 Xtra with Alexa Built-In,25.0,2.5
HBB,115013N,Pro Superfast 2 Xtra with Alexa Built-In - Fibre to your Home,130.0,13.0
HBB,115013,Pro Superfast 2 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115014N,Pro Superfast 2 Xtra with Alexa Built-In ,130.0,13.0
HBB,115014,Pro Superfast 2 Xtra with Alexa Built-In ,25.0,2.5
HBB,115015N,Pro Ultrafast 200 Xtra with Alexa Built-In Fibre to your Home,170.0,17.0
HBB,115015,Pro Ultrafast 200 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,115016N,Pro Ultrafast 200 Xtra with Alexa Built-In - Fibre to your Home,170.0,17.0
HBB,115016,Pro Ultrafast 200 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115017N,Pro Ultrafast 500 Xtra with Alexa Built-In Fibre to your Home,180.0,18.0
HBB,115017,Pro Ultrafast 500 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,115018N,Pro Ultrafast 500 Xtra with Alexa Built-In - Fibre to your Home,180.0,18.0
HBB,115018,Pro Ultrafast 500 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115019N,Pro Gigafast 900 Xtra with Alexa Built-In Fibre to your Home,190.0,19.0
HBB,115019,Pro Gigafast 900 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,115020N,Pro Gigafast 900 Xtra with Alexa Built-In - Fibre to your Home,190.0,19.0
HBB,115020,Pro Gigafast 900 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115021N,Pro Superfast 100 Xtra with Alexa Built-In Fibre to your Home,140.0,14.0
HBB,115021,Pro Superfast 100 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,115022N,Pro Superfast 100 Xtra with Alexa Built-In - Fibre to your Home,140.0,14.0
HBB,115022,Pro Superfast 100 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115023N,Pro Superfast 2 Xtra with Alexa Built-In Fibre to your Home,130.0,13.0
HBB,115023,Pro Superfast 2 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,116963N,Superfast 1,60.0,6.0
HBB,116963,Superfast 1,15.0,1.5
HBB,116964N,Superfast 1,60.0,6.0
HBB,116964,Superfast 1,15.0,1.5
HBB,116965N,Superfast 2,60.0,6.0
HBB,116965,Superfast 2,15.0,1.5
HBB,116966N,Superfast 2,60.0,6.0
HBB,116966,Superfast 2,15.0,1.5
HBB,116968N,Superfast 100,70.0,7.0
HBB,116968,Superfast 100,15.0,1.5
MBB,116524N,24month Band Z Tablet Laptop  Plan Unlimited Max ,202.97,10.1485
MBB,116524,24month Band Z Tablet Laptop  Plan Unlimited Max ,131.9305,6.596525
MBB,116525N,24month Band Z Tablet Laptop  Plan 2GB ,211.56,10.578000000000001
MBB,116525,24month Band Z Tablet Laptop  Plan 2GB ,105.78,5.289000000000001
MBB,116526N,24month Band Z Tablet Laptop  Plan 25GB ,234.48,11.724
MBB,116526,24month Band Z Tablet Laptop  Plan 25GB ,117.24,5.862
MBB,116527N,24month Band Y Tablet Laptop  Plan Unlimited Max ,100.03,5.0015
MBB,116527,24month Band Y Tablet Laptop  Plan Unlimited Max ,65.01950000000001,3.2509750000000004
MBB,116528N,24month Band Y Tablet Laptop  Plan 2GB ,101.46,5.073
MBB,116528,24month Band Y Tablet Laptop  Plan 2GB ,50.73,2.5365
MBB,116529N,24month Band Y Tablet Laptop  Plan 25GB ,124.38,6.219
MBB,116529,24month Band Y Tablet Laptop  Plan 25GB ,62.19,3.1095
MBB,116530N,24month Band X Tablet Laptop  Plan Plan Unlimited Max,130.12,6.506
MBB,116530,24month Band X Tablet Laptop  Plan Plan Unlimited Max,84.578,4.2289
MBB,116531N,24month Band X Tablet Laptop  Plan 2GB,108.64,5.432
MBB,116531,24month Band X Tablet Laptop  Plan 2GB,54.32,2.716
MBB,116532N,24month Band X Tablet Laptop  Plan 25GB,131.56,6.578
MBB,116532,24month Band X Tablet Laptop  Plan 25GB,65.78,3.289
MBB,116533N,24month Band Q Tablet Laptop  Plan Unlimited Max ,160.6,8.03
MBB,116533,24month Band Q Tablet Laptop  Plan Unlimited Max ,104.39,5.2195
MBB,116534N,24month Band Q Tablet Laptop  Plan 2GB ,176.35,8.8175
MBB,116534,24month Band Q Tablet Laptop  Plan 2GB ,88.175,4.40875
MBB,116535N,24month Band Q Tablet Laptop  Plan 25GB ,199.27,9.963500000000002
MBB,116535,24month Band Q Tablet Laptop  Plan 25GB ,99.635,4.981750000000001
MBB,116536N,24month Band P Tablet Laptop  Plan Unlimited Max ,253.69,12.6845
MBB,116536,24month Band P Tablet Laptop  Plan Unlimited Max ,164.8985,8.244925
MBB,116537N,24month Band P Tablet Laptop  Plan 2GB ,273.02,13.651
MBB,116537,24month Band P Tablet Laptop  Plan 2GB ,136.51,6.8255
MBB,116538N,24month Band P Tablet Laptop  Plan 25GB,295.94,14.797
MBB,116538,24month Band P Tablet Laptop  Plan 25GB,147.97,7.3985
MBB,116539N,24month Band 8 Tablet Laptop  Plan 100GB ,54.48,2.724
MBB,116539,24month Band 8 Tablet Laptop  Plan 100GB ,27.24,1.362
MBB,116540N,24month Band 8 Tablet Laptop  Plan Unlimited Max,94.58,4.729
MBB,116540,24month Band 8 Tablet Laptop  Plan Unlimited Max,61.477000000000004,3.07385
MBB,116541N,24month Band 8 Tablet Laptop  Plan 2GB,8.65,0.43250000000000005
MBB,116541,24month Band 8 Tablet Laptop  Plan 2GB,4.325,0.21625000000000003
MBB,116542N,24month Band 8 Tablet Laptop  Plan 25GB,25.83,1.2915
MBB,116542,24month Band 8 Tablet Laptop  Plan 25GB,12.915,0.64575
MBB,116543N,24month Band 7 Tablet Laptop  Plan 100GB ,98.85,4.9425
MBB,116543,24month Band 7 Tablet Laptop  Plan 100GB ,49.425,2.47125
MBB,116544N,24month Band 7 Tablet Laptop  Plan Unlimited Max,103.15,5.157500000000001
MBB,116544,24month Band 7 Tablet Laptop  Plan Unlimited Max,67.0475,3.3523750000000003
MBB,116545N,24month Band 7 Tablet Laptop  Plan 2GB,41.56,2.0780000000000003
MBB,116545,24month Band 7 Tablet Laptop  Plan 2GB,20.78,1.0390000000000001
MBB,116546N,24month Band 7 Tablet Laptop  Plan 25GB,64.48,3.224
MBB,116546,24month Band 7 Tablet Laptop  Plan 25GB,32.24,1.612
MBB,116547N,24month Band 6A Tablet Laptop  Plan Unlimited Max,108.39,5.4195
MBB,116547,24month Band 6A Tablet Laptop  Plan Unlimited Max,70.4535,3.5226750000000004
MBB,116548N,24month Band 6A Tablet Laptop  Plan 2GB,48.23,2.4115
MBB,116548,24month Band 6A Tablet Laptop  Plan 2GB,24.115,1.20575
MBB,116549N,24month Band 6A Tablet Laptop  Plan 25GB,71.15,3.5575000000000006
MBB,116549,24month Band 6A Tablet Laptop  Plan 25GB,35.575,1.7787500000000003
MBB,116550N,24month Band 6A Tablet Laptop  Plan 100GB,105.52,5.276
MBB,116550,24month Band 6A Tablet Laptop  Plan 100GB,52.76,2.638
MBB,116551N,24month Band 6 Tablet Laptop  Plan Unlimited Max,53.97,2.6985
MBB,116551,24month Band 6 Tablet Laptop  Plan Unlimited Max,35.0805,1.7540250000000002
MBB,116552N,24month Band 6 Tablet Laptop  Plan 2GB,25.32,1.266
MBB,116552,24month Band 6 Tablet Laptop  Plan 2GB,12.66,0.633
MBB,116553N,24month Band  6 Tablet Laptop  Plan 25GB,36.78,1.8390000000000002
MBB,116553,24month Band  6 Tablet Laptop  Plan 25GB,18.39,0.9195000000000001
MBB,116554N,24month Band 6 Tablet Laptop  Plan 100GB,71.16,3.558
MBB,116554,24month Band 6 Tablet Laptop  Plan 100GB,35.58,1.779
MBB,116555N,24month Band 5A Tablet Laptop  Plan Unlimited Max,59.7,2.9850000000000003
MBB,116555,24month Band 5A Tablet Laptop  Plan Unlimited Max,38.805,1.94025
MBB,116556N,24month Band 5A Tablet Laptop  Plan 2GB,59.7,2.9850000000000003
MBB,116556,24month Band 5A Tablet Laptop  Plan 2GB,29.85,1.4925000000000002
MBB,116557N,24month Band 5A Tablet Laptop  Plan 25GB,82.61,4.1305000000000005
MBB,116557,24month Band 5A Tablet Laptop  Plan 25GB,41.305,2.0652500000000003
MBB,116558N,24month Band 5A Tablet Laptop  Plan 100GB,111.26,5.563000000000001
MBB,116558,24month Band 5A Tablet Laptop  Plan 100GB,55.63,2.7815000000000003
MBB,116559N,24month Band 5 Tablet Laptop  Plan Unlimited Max,91.05,4.5525
MBB,116559,24month Band 5 Tablet Laptop  Plan Unlimited Max,59.1825,2.9591250000000002
MBB,116560N,24month Band 5 Tablet Laptop  Plan 2GB,60.97,3.0485
MBB,116560,24month Band 5 Tablet Laptop  Plan 2GB,30.485,1.52425
MBB,116561N,24month Band 5 Tablet Laptop  Plan 25GB,83.89,4.194500000000001
MBB,116561,24month Band 5 Tablet Laptop  Plan 25GB,41.945,2.0972500000000003
MBB,116562N,24month Band 4 Tablet Laptop  Plan Unlimited Max,82.94,4.147
MBB,116562,24month Band 4 Tablet Laptop  Plan Unlimited Max,53.911,2.6955500000000003
MBB,116563N,24month Band 4 Tablet Laptop  Plan 2GB,55.73,2.7865
MBB,116563,24month Band 4 Tablet Laptop  Plan 2GB,27.865,1.39325
MBB,116564N,24month Band 4 Tablet Laptop  Plan 25GB,78.65,3.9325000000000006
MBB,116564,24month Band 4 Tablet Laptop  Plan 25GB,39.325,1.9662500000000003
MBB,116565N,24month Band 3 Tablet Laptop  Plan Unlimited Max,112.52,5.626
MBB,116565,24month Band 3 Tablet Laptop  Plan Unlimited Max,73.138,3.6569000000000003
MBB,116566N,24month Band 3 Tablet Laptop  Plan 25GB,111.08,5.554
MBB,116566,24month Band 3 Tablet Laptop  Plan 25GB,55.54,2.777
MBB,116567N,24month Band 3  Tablet Laptop  Plan 2GB,88.17,4.4085
MBB,116567,24month Band 3  Tablet Laptop  Plan 2GB,44.085,2.20425
MBB,116568N,24month Band 2 Tablet Laptop  Plan Unlimited Max,84.15,4.2075000000000005
MBB,116568,24month Band 2 Tablet Laptop  Plan Unlimited Max,54.697500000000005,2.7348750000000006
MBB,116569N,24month Band 2 Tablet Laptop  Plan 2GB,63.39,3.1695
MBB,116569,24month Band 2 Tablet Laptop  Plan 2GB,31.695,1.58475
MBB,116570N,24month Band 2 Tablet Laptop  Plan 25GB,86.3,4.315
MBB,116570,24month Band 2 Tablet Laptop  Plan 25GB,43.15,2.1575
MBB,116571N,24month Band 1 Tablet Laptop  Plan Unlimited Max,97.4,4.870000000000001
MBB,116571,24month Band 1 Tablet Laptop  Plan Unlimited Max,63.31000000000001,3.1655000000000006
MBB,116572N,24month Band 1 Tablet Laptop  Plan 2GB,80.21,4.0104999999999995
MBB,116572,24month Band 1 Tablet Laptop  Plan 2GB,40.105,2.0052499999999998
MBB,116573N,24month Band 1 Tablet Laptop  Plan 25GB,103.13,5.1565
MBB,116573,24month Band 1 Tablet Laptop  Plan 25GB,51.565,2.57825
MBB,116574N,24month Band 0A Tablet  Plan 25GB,126.98,6.349
MBB,116574,24month Band 0A Tablet  Plan 25GB,63.49,3.1745
MBB,116575N,24month Band 0A Tablet Laptop  Plan Unlimited Max,116.95,5.8475
MBB,116575,24month Band 0A Tablet Laptop  Plan Unlimited Max,76.0175,3.800875
MBB,116576N,24month Band 0A Tablet Laptop  Plan 2GB,104.06,5.203
MBB,116576,24month Band 0A Tablet Laptop  Plan 2GB,52.03,2.6015
MBB,116577N,24month Band 0 Tablet Laptop  Plan Unlimited Max,120.62,6.031000000000001
MBB,116577,24month Band 0 Tablet Laptop  Plan Unlimited Max,78.403,3.9201500000000005
MBB,116578N,24month Band 0 Tablet Laptop  Plan 2GB,94.84,4.742
MBB,116578,24month Band 0 Tablet Laptop  Plan 2GB,47.42,2.371
MBB,116579N,24month Band 0 Tablet Laptop  Plan 25GB,117.76,5.888000000000001
MBB,116579,24month Band 0 Tablet Laptop  Plan 25GB,58.88,2.9440000000000004
MBB,116580N,30day Dongle Mobile WiFi Plan Unlimited Max C,73.64,3.6820000000000004
MBB,116580,30day Dongle Mobile WiFi Plan Unlimited Max C,47.866,2.3933
MBB,116581N,30day Dongle Mobile WiFi Plan Unlimited Max A,98.44,4.922000000000001
MBB,116581,30day Dongle Mobile WiFi Plan Unlimited Max A,63.986000000000004,3.1993000000000005
MBB,116582N,30day Dongle Mobile WiFi Plan 30GB A,68.95,3.4475000000000002
MBB,116582,30day Dongle Mobile WiFi Plan 30GB A,34.475,1.7237500000000001
MBB,116583N,30day Dongle Mobile WiFi Plan Unlimited Max B,83.01,4.1505
MBB,116583,30day Dongle Mobile WiFi Plan Unlimited Max B,53.956500000000005,2.6978250000000004
MBB,116584N,30day Dongle Mobile WiFi Plan 4GB C,25.78,1.2890000000000001
MBB,116584,30day Dongle Mobile WiFi Plan 4GB C,12.89,0.6445000000000001
MBB,116585N,30day Dongle Mobile WiFi Plan 4GB B,34.06,1.7030000000000003
MBB,116585,30day Dongle Mobile WiFi Plan 4GB B,17.03,0.8515000000000001
MBB,116586N,30day  Dongle Mobile WiFi Plan 4GB A,46.88,2.3440000000000003
MBB,116586,30day  Dongle Mobile WiFi Plan 4GB A,23.44,1.1720000000000002
MBB,116587N,30day Dongle Mobile WiFi Plan 30GB C,51.56,2.5780000000000003
MBB,116587,30day Dongle Mobile WiFi Plan 30GB C,25.78,1.2890000000000001
MBB,116588N,30day Dongle Mobile WiFi Plan 30GB B,57.23,2.8615
MBB,116588,30day Dongle Mobile WiFi Plan 30GB B,28.615,1.43075
MBB,116589N,12mth Dongle Mobile WiFi plan Unlimited Max B,139.78,6.989000000000001
MBB,116589,12mth Dongle Mobile WiFi plan Unlimited Max B,90.857,4.5428500000000005
MBB,116590N,12mth Dongle Mobile WiFi plan Unlimited Max C,122.08,6.104
MBB,116590,12mth Dongle Mobile WiFi plan Unlimited Max C,79.352,3.9676000000000005
MBB,116591N,12mth Dongle Mobile WiFi plan 30GB A,89.22,4.461
MBB,116591,12mth Dongle Mobile WiFi plan 30GB A,44.61,2.2305
MBB,116592N,12mth Dongle Mobile WiFi plan 4GB A,45.52,2.2760000000000002
MBB,116592,12mth Dongle Mobile WiFi plan 4GB A,22.76,1.1380000000000001
MBB,116593N,12mth Dongle Mobile WiFi plan 30GB B,91.09,4.5545
MBB,116593,12mth Dongle Mobile WiFi plan 30GB B,45.545,2.27725
MBB,116594N,12mth Dongle Mobile WiFi plan Unlimited Max A,127.29,6.3645000000000005
MBB,116594,12mth Dongle Mobile WiFi plan Unlimited Max A,82.7385,4.136925000000001
MBB,116595N,12mth Dongle Mobile WiFi plan 4GB C,30.99,1.5495
MBB,116595,12mth Dongle Mobile WiFi plan 4GB C,15.495,0.77475
MBB,116596N,12mth Dongle Mobile WiFi plan 4GB B,42.39,2.1195
MBB,116596,12mth Dongle Mobile WiFi plan 4GB B,21.195,1.05975
MBB,116597N,12mth Dongle Mobile WiFi plan 30GB C,73.38,3.669
MBB,116597,12mth Dongle Mobile WiFi plan 30GB C,36.69,1.8345
MBB,116598N,24mth Dongle Mobile WiFi Plan 30GB B,108.27,5.4135
MBB,116598,24mth Dongle Mobile WiFi Plan 30GB B,54.135,2.70675
MBB,116599N,24mth Dongle Mobile WiFi Plan 30GB C,85.36,4.268
MBB,116599,24mth Dongle Mobile WiFi Plan 30GB C,42.68,2.134
MBB,116600N,24mth Dongle Mobile WiFi Plan Unlimited Max B,144.08,7.204000000000001
MBB,116600,24mth Dongle Mobile WiFi Plan Unlimited Max B,93.65200000000002,4.682600000000001
MBB,116601N,24mth  Dongle Mobile WiFi Plan 4GB A,55.62,2.781
MBB,116601,24mth  Dongle Mobile WiFi Plan 4GB A,27.81,1.3905
MBB,116602N,24mth Dongle Mobile WiFi Plan 30GB A,105.1,5.255
MBB,116602,24mth Dongle Mobile WiFi Plan 30GB A,52.55,2.6275
MBB,116603N,24mth Dongle Mobile WiFi Plan Unlimited Max A,132.02,6.601000000000001
MBB,116603,24mth Dongle Mobile WiFi Plan Unlimited Max A,85.81300000000002,4.290650000000001
MBB,116604N,24mth Dongle Mobile WiFi Plan Unlimited Max C,124.03,6.2015
MBB,116604,24mth Dongle Mobile WiFi Plan Unlimited Max C,80.6195,4.030975000000001
MBB,116605N,24mth Dongle Mobile WiFi Plan 4GB C,34.38,1.7190000000000003
MBB,116605,24mth Dongle Mobile WiFi Plan 4GB C,17.19,0.8595000000000002
MBB,116606N,24mth Dongle Mobile WiFi Plan 4GB B,50.98,2.549
MBB,116606,24mth Dongle Mobile WiFi Plan 4GB B,25.49,1.2745
MBB,116607N,Unlimited Max  Data SIM Plan 30day ,80.42,4.021
MBB,116607,Unlimited Max  Data SIM Plan 30day ,52.273,2.6136500000000003
MBB,116608N,4GB Data SIM Plan 30day,28.86,1.443
MBB,116608,4GB Data SIM Plan 30day,14.43,0.7215
MBB,116609N,30GB Data SIM Plan 30day,54.64,2.732
MBB,116609,30GB Data SIM Plan 30day,27.32,1.366
MBB,116610N,4GB Data SIM plan 12mth,42.4,2.12
MBB,116610,4GB Data SIM plan 12mth,21.2,1.06
MBB,116611N,30GB Data SIM plan 12mth,91.1,4.555
MBB,116611,30GB Data SIM plan 12mth,45.55,2.2775
MBB,116612N,Unlimited Max Data SIM plan 12mth,139.79,6.9895
MBB,116612,Unlimited Max Data SIM plan 12mth,90.8635,4.543175000000001
MBB,116613N,4GB Data SIM plan 24mth ,50.99,2.5495
MBB,116613,4GB Data SIM plan 24mth ,25.495,1.27475
MBB,116614N,30GB Data SIM plan 24mth,108.28,5.414000000000001
MBB,116614,30GB Data SIM plan 24mth,54.14,2.7070000000000003
MBB,116615N,Unlimited Max Data SIM plan 24mth,144.09,7.2045
MBB,116615,Unlimited Max Data SIM plan 24mth,93.6585,4.682925
ONE NUMBER,111005N,Amazon DVA package,0.0,0.0
ONE NUMBER,111005,Amazon DVA package,0.0,0.0
ONE NUMBER,111990N,One Number SIMO,16.41,0.8205
ONE NUMBER,111990,One Number SIMO,8.205,0.41025
ONE NUMBER,114389N,24m OneNumber Plan A,46.78,2.339
ONE NUMBER,114389,24m OneNumber Plan A,23.39,1.1695
ONE NUMBER,114390N,24m OneNumber Plan B,36.49,1.8245000000000002
ONE NUMBER,114390,24m OneNumber Plan B,18.245,0.9122500000000001
ONE NUMBER,114391N,24m OneNumber Plan C,34.45,1.7225000000000001
ONE NUMBER,114391,24m OneNumber Plan C,17.225,0.8612500000000001
ONE NUMBER,114392N,24m OneNumber Plan D,55.8,2.79
ONE NUMBER,114392,24m OneNumber Plan D,27.9,1.395
ONE NUMBER,114393N,24m OneNumber Plan E,42.39,2.1195
ONE NUMBER,114393,24m OneNumber Plan E,21.195,1.05975
ONE NUMBER,114394N,24m OneNumber Plan F,37.22,1.861
ONE NUMBER,114394,24m OneNumber Plan F,18.61,0.9305
ONE NUMBER,114395N,24m OneNumber Plan G,40.37,2.0185
ONE NUMBER,114395,24m OneNumber Plan G,20.185,1.00925
SIMO,114962N,Pre to Post 12 months SIMO Unlmins 2GB Plan,21.88,1.094
SIMO,114962,Pre to Post 12 months SIMO Unlmins 2GB Plan,10.94,0.547
SIMO,114963N,Pre to Post 12 months SIMO Unlmins 7GB Plan,28.12,1.4060000000000001
SIMO,114963,Pre to Post 12 months SIMO Unlmins 7GB Plan,14.06,0.7030000000000001
SIMO,114964N,Pre to Post 12 months SIMO Unlmins 10GB Plan,34.38,1.7190000000000003
SIMO,114964,Pre to Post 12 months SIMO Unlmins 10GB Plan,17.19,0.8595000000000002
SIMO,115180N,30d SIMO 1GB Red Plan,6.25,0.3125
SIMO,115180,30d SIMO 1GB Red Plan,3.125,0.15625
SIMO,115181N,30d SIMO 5GB Red Plan,7.29,0.36450000000000005
SIMO,115181,30d SIMO 5GB Red Plan,3.645,0.18225000000000002
SIMO,115182N,30d SIMO 12GB Red Plan,7.29,0.36450000000000005
SIMO,115182,30d SIMO 12GB Red Plan,3.645,0.18225000000000002
SIMO,115183N,30d SIMO 20GB Red Plan,8.59,0.4295
SIMO,115183,30d SIMO 20GB Red Plan,4.295,0.21475
SIMO,115184N,30d SIM Only 120GB Red Plan,8.59,0.4295
SIMO,115184,30d SIM Only 120GB Red Plan,4.295,0.21475
SIMO,115185N,30d SIM Only 200GB Red Plan,9.64,0.48200000000000004
SIMO,115185,30d SIM Only 200GB Red Plan,4.82,0.24100000000000002
SIMO,115186N,30d SIMO Unlimited Lite Plan,9.64,0.48200000000000004
SIMO,115186,30d SIMO Unlimited Lite Plan,6.266000000000001,0.3133000000000001
SIMO,115187N,30d SIMO Unlimited Plan,10.68,0.534
SIMO,115187,30d SIMO Unlimited Plan,6.942,0.3471
SIMO,115188N,30d SIMO Unlimited Max Plan,12.24,0.6120000000000001
SIMO,115188,30d SIMO Unlimited Max Plan,7.956,0.39780000000000004
SIMO,115189N,12m SIMO 1GB Red Plan,37.5,1.875
SIMO,115189,12m SIMO 1GB Red Plan,18.75,0.9375
SIMO,115190N,12m SIMO 5GB Red Plan,50.0,2.5
SIMO,115190,12m SIMO 5GB Red Plan,25.0,1.25
SIMO,115191N,12m SIMO 5GB Red Plan with Entertainment,54.62,2.731
SIMO,115191,12m SIMO 5GB Red Plan with Entertainment,27.31,1.3655
SIMO,115192N,12m SIM Only 12GB Red Plan,50.0,2.5
SIMO,115192,12m SIM Only 12GB Red Plan,25.0,1.25
SIMO,115193N,12m SIM Only 12GB Red Plan with Entertainment,54.62,2.731
SIMO,115193,12m SIM Only 12GB Red Plan with Entertainment,27.31,1.3655
SIMO,115194N,12m SIMO 20GB Red Plan,65.62,3.2810000000000006
SIMO,115194,12m SIMO 20GB Red Plan,32.81,1.6405000000000003
SIMO,115195N,12m SIMO 20GB Red Plan with Entertainment,70.25,3.5125
SIMO,115195,12m SIMO 20GB Red Plan with Entertainment,35.125,1.75625
SIMO,115196N,12m SIM Only 120GB Red Plan,65.62,3.2810000000000006
SIMO,115196,12m SIM Only 120GB Red Plan,32.81,1.6405000000000003
SIMO,115197N,12m SIM Only 120GB Red Plan with Entertainment,70.25,3.5125
SIMO,115197,12m SIM Only 120GB Red Plan with Entertainment,35.125,1.75625
SIMO,115198N,12m SIM Only 200GB Red Plan,78.12,3.9060000000000006
SIMO,115198,12m SIM Only 200GB Red Plan,39.06,1.9530000000000003
SIMO,115199N,12m SIM Only 200GB Red Plan with Entertainment,82.75,4.1375
SIMO,115199,12m SIM Only 200GB Red Plan with Entertainment,41.375,2.06875
SIMO,115200N,12m SIMO Unlimited Lite Plan,78.12,3.9060000000000006
SIMO,115200,12m SIMO Unlimited Lite Plan,50.778000000000006,2.5389000000000004
SIMO,115201N,12m SIMO Unlimited Plan,90.62,4.531000000000001
SIMO,115201,12m SIMO Unlimited Plan,58.903000000000006,2.9451500000000004
SIMO,115202N,12m SIMO Unlimited Plan with Entertainment,95.25,4.7625
SIMO,115202,12m SIMO Unlimited Plan with Entertainment,61.9125,3.095625
SIMO,115203N,12m SIMO Unlimited Max Plan,109.38,5.469
SIMO,115203,12m SIMO Unlimited Max Plan,71.097,3.55485
SIMO,115204N,12m SIMO Unlimited Max Plan with Entertainment,114.0,5.7
SIMO,115204,12m SIMO Unlimited Max Plan with Entertainment,74.10000000000001,3.7050000000000005
SIMO,115205N,18m SIMO 1GB Red Plan,51.56,2.5780000000000003
SIMO,115205,18m SIMO 1GB Red Plan,25.78,1.2890000000000001
SIMO,115206N,18m SIMO 5GB Red Plan,70.31,3.5155000000000003
SIMO,115206,18m SIMO 5GB Red Plan,35.155,1.7577500000000001
SIMO,115207N,18m SIM Only 5GB Red Plan with Entertainment,77.25,3.8625000000000003
SIMO,115207,18m SIM Only 5GB Red Plan with Entertainment,38.625,1.9312500000000001
SIMO,115208N,18m SIM Only 12GB Red Plan,70.31,3.5155000000000003
SIMO,115208,18m SIM Only 12GB Red Plan,35.155,1.7577500000000001
SIMO,115209N,18m SIM Only 12GB Red Plan with Entertainment,77.25,3.8625000000000003
SIMO,115209,18m SIM Only 12GB Red Plan with Entertainment,38.625,1.9312500000000001
SIMO,115210N,18m SIMO 20GB Red Plan,93.75,4.6875
SIMO,115210,18m SIMO 20GB Red Plan,46.875,2.34375
SIMO,115211N,18m SIM Only 20GB Red Plan with Entertainment,100.69,5.0345
SIMO,115211,18m SIM Only 20GB Red Plan with Entertainment,50.345,2.51725
SIMO,115212N,18m SIM Only 120GB Red Plan,93.75,4.6875
SIMO,115212,18m SIM Only 120GB Red Plan,46.875,2.34375
SIMO,115213N,18m SIM Only 120GB Red Plan with Entertainment,100.69,5.0345
SIMO,115213,18m SIM Only 120GB Red Plan with Entertainment,50.345,2.51725
SIMO,115214N,18m SIM Only 200GB Red Plan ,107.81,5.3905
SIMO,115214,18m SIM Only 200GB Red Plan ,53.905,2.69525
SIMO,115215N,18m SIM Only 200GB Red Plan with Entertainment,114.75,5.737500000000001
SIMO,115215,18m SIM Only 200GB Red Plan with Entertainment,57.375,2.8687500000000004
SIMO,115216N,18m SIMO Unlimited Lite Plan,107.81,5.3905
SIMO,115216,18m SIMO Unlimited Lite Plan,70.07650000000001,3.503825000000001
SIMO,115217N,18m SIMO Unlimited Plan,126.56,6.328
SIMO,115217,18m SIMO Unlimited Plan,82.26400000000001,4.113200000000001
SIMO,115218N,18m SIM Only Unlimited Plan with Entertainment,133.5,6.675000000000001
SIMO,115218,18m SIM Only Unlimited Plan with Entertainment,86.775,4.33875
SIMO,115219N,18m SIM Only Unlimited Max Plan,150.0,7.5
SIMO,115219,18m SIM Only Unlimited Max Plan,97.5,4.875
SIMO,115220N,18m SIM Only Unlimited Max Plan with Entertainment ,156.94,7.847
SIMO,115220,18m SIM Only Unlimited Max Plan with Entertainment ,102.011,5.10055
SIMO,115221N,24m SIMO 1GB Red Plan,68.75,3.4375
SIMO,115221,24m SIMO 1GB Red Plan,34.375,1.71875
SIMO,115222N,24m SIMO 5GB Red Plan,93.75,4.6875
SIMO,115222,24m SIMO 5GB Red Plan,46.875,2.34375
SIMO,115223N,24m SIMO 5GB Red Plan with Entertainment,103.0,5.15
SIMO,115223,24m SIMO 5GB Red Plan with Entertainment,51.5,2.575
SIMO,115224N,24m SIM Only 12GB Red Plan,93.75,4.6875
SIMO,115224,24m SIM Only 12GB Red Plan,46.875,2.34375
SIMO,115225N,24m SIM Only 12GB Red Plan with Entertainment,103.0,5.15
SIMO,115225,24m SIM Only 12GB Red Plan with Entertainment,51.5,2.575
SIMO,115226N,24m SIMO 20GB Red Plan,125.0,6.25
SIMO,115226,24m SIMO 20GB Red Plan,62.5,3.125
SIMO,115227N,24m SIMO 20GB Red Plan with Entertainment,134.25,6.7125
SIMO,115227,24m SIMO 20GB Red Plan with Entertainment,67.125,3.35625
SIMO,115228N,24m SIM Only 120GB Red Plan,125.0,6.25
SIMO,115228,24m SIM Only 120GB Red Plan,62.5,3.125
SIMO,115229N,24m SIM Only 120GB Red Plan with Entertainment,134.25,6.7125
SIMO,115229,24m SIM Only 120GB Red Plan with Entertainment,67.125,3.35625
SIMO,115230N,24m SIM Only 200GB Red Plan,143.75,7.1875
SIMO,115230,24m SIM Only 200GB Red Plan,71.875,3.59375
SIMO,115231N,24m SIM Only 200GB Red Plan with Entertainment,153.0,7.65
SIMO,115231,24m SIM Only 200GB Red Plan with Entertainment,76.5,3.825
SIMO,115232N,24m SIMO Unlimited Lite Plan,143.75,7.1875
