TYPE,SKU,DESCRIPTION,REVENUE,COMMISSION
EBU SOHO,115423,24mths Band A 40GB Red Plan,79.79,3.9895000000000005
EBU SOHO,115424N,24mths Band A 50GB Red Plan,159.58,7.979000000000001
EBU SOHO,115424,24mths Band A 50GB Red Plan,79.79,3.9895000000000005
EBU SOHO,115425N,24mths Band A 100GB Red Plan ,171.04,8.552
EBU SOHO,115425,24mths Band A 100GB Red Plan ,85.52,4.276
EBU SOHO,115426N,24mths Band A 120GB Red Plan ,188.23,9.4115
EBU SOHO,115426,24mths Band A 120GB Red Plan ,94.115,4.70575
EBU SOHO,115427N,24mths Band A 150GB Red Plan ,182.5,9.125
EBU SOHO,115427,24mths Band A 150GB Red Plan ,91.25,4.5625
EBU SOHO,115428N,24mths Band A 250GB Red Plan ,193.96,9.698
EBU SOHO,115428,24mths Band A 250GB Red Plan ,96.98,4.849
EBU SOHO,115429N,24mths Band A Unlimited Lite Plan,165.31,8.265500000000001
EBU SOHO,115429,24mths Band A Unlimited Lite Plan,107.45150000000001,5.372575000000001
EBU SOHO,115430N,24mths Band A Unlimited Plan,188.23,9.4115
EBU SOHO,115430,24mths Band A Unlimited Plan,122.34949999999999,6.117475
EBU SOHO,115431N,24mths Band A Unlimited Max Plan,216.88,10.844000000000001
EBU SOHO,115431,24mths Band A Unlimited Max Plan,140.972,7.0486
EBU SOHO,115432N,24mths Band A 6GB Red Plan with Entertainment,127.96,6.398
EBU SOHO,115432,24mths Band A 6GB Red Plan with Entertainment,63.98,3.199
EBU SOHO,115433N,24mths Band A 12GB Red Plan with Entertainment ,139.42,6.971
EBU SOHO,115433,24mths Band A 12GB Red Plan with Entertainment ,69.71,3.4855
EBU SOHO,115434N,24mths Band A 25GB Red Plan with Entertainment,156.6,7.83
EBU SOHO,115434,24mths Band A 25GB Red Plan with Entertainment,78.3,3.915
EBU SOHO,115435N,24mths Band A 100GB Red Plan with Entertainment ,179.52,8.976
EBU SOHO,115435,24mths Band A 100GB Red Plan with Entertainment ,89.76,4.488
EBU SOHO,115436N,24mths Band A 150GB Red Plan with Entertainment ,190.98,9.549
EBU SOHO,115436,24mths Band A 150GB Red Plan with Entertainment ,95.49,4.7745
EBU SOHO,115437N,24mths Band A 250GB Red Plan with Entertainment ,202.44,10.122
EBU SOHO,115437,24mths Band A 250GB Red Plan with Entertainment ,101.22,5.061
EBU SOHO,115438N,24mths Band A Unlimited Plan with Entertainment,196.71,9.835500000000001
EBU SOHO,115438,24mths Band A Unlimited Plan with Entertainment,127.8615,6.3930750000000005
EBU SOHO,115439N,24mths Band A Unlimited Max Plan with Entertainment,225.35,11.2675
EBU SOHO,115439,24mths Band A Unlimited Max Plan with Entertainment,146.4775,7.323875
EBU SOHO,115440N,24mths Band O 2GB Red Plan ,91.67,4.5835
EBU SOHO,115440,24mths Band O 2GB Red Plan ,45.835,2.29175
EBU SOHO,115441N,24mths Band O 6GB Red Plan ,114.58,5.729
EBU SOHO,115441,24mths Band O 6GB Red Plan ,57.29,2.8645
EBU SOHO,115442N,24mths Band O 10GB Red Plan,126.04,6.3020000000000005
EBU SOHO,115442,24mths Band O 10GB Red Plan,63.02,3.1510000000000002
EBU SOHO,115443N,24mths Band O 12GB Red Plan ,126.04,6.3020000000000005
EBU SOHO,115443,24mths Band O 12GB Red Plan ,63.02,3.1510000000000002
EBU SOHO,115444N,24mths Band O 25GB Red Plan,143.23,7.1615
EBU SOHO,115444,24mths Band O 25GB Red Plan,71.615,3.58075
EBU SOHO,115445N,24mths Band O 40GB Red Plan,154.69,7.734500000000001
EBU SOHO,115445,24mths Band O 40GB Red Plan,77.345,3.8672500000000003
EBU SOHO,115446N,24mths Band O 50GB Red Plan,154.69,7.734500000000001
EBU SOHO,115446,24mths Band O 50GB Red Plan,77.345,3.8672500000000003
EBU SOHO,115447N,24mths Band O 100GB Red Plan ,166.15,8.307500000000001
EBU SOHO,115447,24mths Band O 100GB Red Plan ,83.075,4.1537500000000005
EBU SOHO,115448N,24mths Band O 120GB Red Plan ,183.33,9.166500000000001
EBU SOHO,115448,24mths Band O 120GB Red Plan ,91.665,4.5832500000000005
EBU SOHO,115449N,24mths Band O 150GB Red Plan ,177.6,8.88
EBU SOHO,115449,24mths Band O 150GB Red Plan ,88.8,4.44
EBU SOHO,115450N,24mths Band O 250GB Red Plan ,189.06,9.453000000000001
EBU SOHO,115450,24mths Band O 250GB Red Plan ,94.53,4.726500000000001
EBU SOHO,115451N,24mths Band O Unlimited Lite Plan,160.42,8.020999999999999
EBU SOHO,115451,24mths Band O Unlimited Lite Plan,104.273,5.21365
EBU SOHO,115452N,24mths Band O Unlimited Plan,183.33,9.166500000000001
EBU SOHO,115452,24mths Band O Unlimited Plan,119.16450000000002,5.958225000000001
EBU SOHO,115453N,24mths Band O Unlimited Max Plan,211.98,10.599
EBU SOHO,115453,24mths Band O Unlimited Max Plan,137.787,6.88935
EBU SOHO,115454N,24mths Band O 6GB Red Plan with Entertainment,123.06,6.1530000000000005
EBU SOHO,115454,24mths Band O 6GB Red Plan with Entertainment,61.53,3.0765000000000002
EBU SOHO,115455N,24mths Band O 12GB Red Plan with Entertainment ,134.52,6.726000000000001
EBU SOHO,115455,24mths Band O 12GB Red Plan with Entertainment ,67.26,3.3630000000000004
EBU SOHO,115456N,24mths Band O 25GB Red Plan with Entertainment,151.71,7.585500000000001
EBU SOHO,115456,24mths Band O 25GB Red Plan with Entertainment,75.855,3.7927500000000003
EBU SOHO,115457N,24mths Band O 100GB Red Plan with Entertainment ,174.62,8.731
EBU SOHO,115457,24mths Band O 100GB Red Plan with Entertainment ,87.31,4.3655
EBU SOHO,115458N,24mths Band O 150GB Red Plan with Entertainment ,186.08,9.304
EBU SOHO,115458,24mths Band O 150GB Red Plan with Entertainment ,93.04,4.652
EBU SOHO,115459N,24mths Band O 250GB Red Plan with Entertainment ,197.54,9.877
EBU SOHO,115459,24mths Band O 250GB Red Plan with Entertainment ,98.77,4.9385
EBU SOHO,115460N,24mths Band O Unlimited Plan with Entertainment,191.81,9.5905
EBU SOHO,115460,24mths Band O Unlimited Plan with Entertainment,124.6765,6.233825
EBU SOHO,115461N,24mths Band O Unlimited Max Plan with Entertainment,220.46,11.023000000000001
EBU SOHO,115461,24mths Band O Unlimited Max Plan with Entertainment,143.299,7.164950000000001
EBU SOHO,115462N,24mths Band X 2GB Red Plan ,111.77,5.5885
EBU SOHO,115462,24mths Band X 2GB Red Plan ,55.885,2.79425
EBU SOHO,115463N,24mths Band X 6GB Red Plan ,134.69,6.734500000000001
EBU SOHO,115463,24mths Band X 6GB Red Plan ,67.345,3.3672500000000003
EBU SOHO,115464N,24mths Band X 10GB Red Plan,146.15,7.307500000000001
EBU SOHO,115464,24mths Band X 10GB Red Plan,73.075,3.6537500000000005
EBU SOHO,115465N,24mths Band X 12GB Red Plan ,146.15,7.307500000000001
EBU SOHO,115465,24mths Band X 12GB Red Plan ,73.075,3.6537500000000005
EBU SOHO,115466N,24mths Band X 25GB Red Plan,163.33,8.166500000000001
EBU SOHO,115466,24mths Band X 25GB Red Plan,81.665,4.0832500000000005
EBU SOHO,115467N,24mths Band X 40GB Red Plan,174.79,8.7395
EBU SOHO,115467,24mths Band X 40GB Red Plan,87.395,4.36975
EBU SOHO,115468N,24mths Band X 50GB Red Plan,174.79,8.7395
EBU SOHO,115468,24mths Band X 50GB Red Plan,87.395,4.36975
EBU SOHO,115469N,24mths Band X 100GB Red Plan ,186.25,9.3125
EBU SOHO,115469,24mths Band X 100GB Red Plan ,93.125,4.65625
EBU SOHO,115470N,24mths Band X 120GB Red Plan ,203.44,10.172
EBU SOHO,115470,24mths Band X 120GB Red Plan ,101.72,5.086
EBU SOHO,115471N,24mths Band X 150GB Red Plan ,197.71,9.8855
EBU SOHO,115471,24mths Band X 150GB Red Plan ,98.855,4.94275
EBU SOHO,115472N,24mths Band X 250GB Red Plan ,209.17,10.4585
EBU SOHO,115472,24mths Band X 250GB Red Plan ,104.585,5.22925
EBU SOHO,115473N,24mths Band X Unlimited Lite Plan,180.52,9.026000000000002
EBU SOHO,115473,24mths Band X Unlimited Lite Plan,117.33800000000001,5.866900000000001
EBU SOHO,115474N,24mths Band X Unlimited Plan,203.44,10.172
EBU SOHO,115474,24mths Band X Unlimited Plan,132.236,6.6118
EBU SOHO,115475N,24mths Band X Unlimited Max Plan,232.08,11.604000000000001
EBU SOHO,115475,24mths Band X Unlimited Max Plan,150.852,7.5426
EBU SOHO,115476N,24mths Band X 6GB Red Plan with Entertainment,143.17,7.1585
EBU SOHO,115476,24mths Band X 6GB Red Plan with Entertainment,71.585,3.57925
EBU SOHO,115477N,24mths Band X 12GB Red Plan with Entertainment ,154.62,7.731000000000001
EBU SOHO,115477,24mths Band X 12GB Red Plan with Entertainment ,77.31,3.8655000000000004
EBU SOHO,115478N,24mths Band X 25GB Red Plan with Entertainment,171.81,8.5905
EBU SOHO,115478,24mths Band X 25GB Red Plan with Entertainment,85.905,4.29525
EBU SOHO,115479N,24mths Band X 100GB Red Plan with Entertainment ,194.73,9.7365
EBU SOHO,115479,24mths Band X 100GB Red Plan with Entertainment ,97.365,4.86825
EBU SOHO,115480N,24mths Band X 150GB Red Plan with Entertainment ,206.19,10.3095
EBU SOHO,115480,24mths Band X 150GB Red Plan with Entertainment ,103.095,5.15475
EBU SOHO,115481N,24mths Band X 250GB Red Plan with Entertainment ,217.65,10.8825
EBU SOHO,115481,24mths Band X 250GB Red Plan with Entertainment ,108.825,5.44125
EBU SOHO,115482N,24mths Band X Unlimited Plan with Entertainment,211.92,10.596
EBU SOHO,115482,24mths Band X Unlimited Plan with Entertainment,137.748,6.8873999999999995
EBU SOHO,115483N,24mths Band X Unlimited Max Plan with Entertainment,240.56,12.028
EBU SOHO,115483,24mths Band X Unlimited Max Plan with Entertainment,156.364,7.818200000000001
EBU SOHO,115484N,24mths Band Y 2GB Red Plan ,106.25,5.3125
EBU SOHO,115484,24mths Band Y 2GB Red Plan ,53.125,2.65625
EBU SOHO,115485N,24mths Band Y 6GB Red Plan ,129.17,6.4585
EBU SOHO,115485,24mths Band Y 6GB Red Plan ,64.585,3.22925
EBU SOHO,115486N,24mths Band Y 10GB Red Plan,140.62,7.031000000000001
EBU SOHO,115486,24mths Band Y 10GB Red Plan,70.31,3.5155000000000003
EBU SOHO,115487N,24mths Band Y 12GB Red Plan ,140.62,7.031000000000001
EBU SOHO,115487,24mths Band Y 12GB Red Plan ,70.31,3.5155000000000003
EBU SOHO,115488N,24mths Band Y 25GB Red Plan,157.81,7.8905
EBU SOHO,115488,24mths Band Y 25GB Red Plan,78.905,3.94525
EBU SOHO,115489N,24mths Band Y 40GB Red Plan,169.27,8.463500000000002
EBU SOHO,115489,24mths Band Y 40GB Red Plan,84.635,4.231750000000001
EBU SOHO,115490N,24mths Band Y 50GB Red Plan,169.27,8.463500000000002
EBU SOHO,115490,24mths Band Y 50GB Red Plan,84.635,4.231750000000001
EBU SOHO,115491N,24mths Band Y 100GB Red Plan ,180.73,9.0365
EBU SOHO,115491,24mths Band Y 100GB Red Plan ,90.365,4.51825
EBU SOHO,115492N,24mths Band Y 120GB Red Plan ,197.92,9.896
EBU SOHO,115492,24mths Band Y 120GB Red Plan ,98.96,4.948
EBU SOHO,115493N,24mths Band Y 150GB Red Plan ,192.19,9.6095
EBU SOHO,115493,24mths Band Y 150GB Red Plan ,96.095,4.80475
EBU SOHO,115494N,24mths Band Y 250GB Red Plan ,203.65,10.182500000000001
EBU SOHO,115494,24mths Band Y 250GB Red Plan ,101.825,5.0912500000000005
EBU SOHO,115495N,24mths Band Y Unlimited Lite Plan,175.0,8.75
EBU SOHO,115495,24mths Band Y Unlimited Lite Plan,113.75,5.6875
EBU SOHO,115496N,24mths Band Y Unlimited Plan,197.92,9.896
EBU SOHO,115496,24mths Band Y Unlimited Plan,128.648,6.4324
EBU SOHO,115497N,24mths Band Y Unlimited Max Plan,226.56,11.328000000000001
EBU SOHO,115497,24mths Band Y Unlimited Max Plan,147.264,7.363200000000001
EBU SOHO,115498N,24mths Band Y 6GB Red Plan with Entertainment,137.65,6.8825
EBU SOHO,115498,24mths Band Y 6GB Red Plan with Entertainment,68.825,3.44125
EBU SOHO,115499N,24mths Band Y 12GB Red Plan with Entertainment ,149.1,7.455
EBU SOHO,115499,24mths Band Y 12GB Red Plan with Entertainment ,74.55,3.7275
EBU SOHO,115500N,24mths Band Y 25GB Red Plan with Entertainment,166.29,8.3145
EBU SOHO,115500,24mths Band Y 25GB Red Plan with Entertainment,83.145,4.15725
EBU SOHO,115501N,24mths Band Y 100GB Red Plan with Entertainment ,189.21,9.460500000000001
EBU SOHO,115501,24mths Band Y 100GB Red Plan with Entertainment ,94.605,4.730250000000001
EBU SOHO,115502N,24mths Band Y 150GB Red Plan with Entertainment ,200.67,10.0335
EBU SOHO,115502,24mths Band Y 150GB Red Plan with Entertainment ,100.335,5.01675
EBU SOHO,115503N,24mths Band Y 250GB Red Plan with Entertainment ,212.12,10.606000000000002
EBU SOHO,115503,24mths Band Y 250GB Red Plan with Entertainment ,106.06,5.303000000000001
EBU SOHO,115504N,24mths Band Y Unlimited Plan with Entertainment,206.4,10.32
EBU SOHO,115504,24mths Band Y Unlimited Plan with Entertainment,134.16,6.708
EBU SOHO,115505N,24mths Band Y Unlimited Max Plan with Entertainment,235.04,11.752
EBU SOHO,115505,24mths Band Y Unlimited Max Plan with Entertainment,152.776,7.638800000000001
EBU SOHO,115506N,24mths Band Z 25GB Red Plan,164.38,8.219
EBU SOHO,115506,24mths Band Z 25GB Red Plan,82.19,4.1095
EBU SOHO,115507N,24mths Band Z 40GB Red Plan,175.83,8.791500000000001
EBU SOHO,115507,24mths Band Z 40GB Red Plan,87.915,4.3957500000000005
EBU SOHO,115508N,24mths Band Z 50GB Red Plan,175.83,8.791500000000001
EBU SOHO,115508,24mths Band Z 50GB Red Plan,87.915,4.3957500000000005
EBU SOHO,115509N,24mths Band Z 100GB Red Plan ,187.29,9.3645
EBU SOHO,115509,24mths Band Z 100GB Red Plan ,93.645,4.68225
EBU SOHO,115510N,24mths Band Z 120GB Red Plan ,204.48,10.224
EBU SOHO,115510,24mths Band Z 120GB Red Plan ,102.24,5.112
EBU SOHO,115511N,24mths Band Z 150GB Red Plan ,198.75,9.9375
EBU SOHO,115511,24mths Band Z 150GB Red Plan ,99.375,4.96875
EBU SOHO,115512N,24mths Band Z 250GB Red Plan ,210.21,10.5105
EBU SOHO,115512,24mths Band Z 250GB Red Plan ,105.105,5.25525
EBU SOHO,115513N,24mths Band Z Unlimited Lite Plan,181.56,9.078000000000001
EBU SOHO,115513,24mths Band Z Unlimited Lite Plan,118.01400000000001,5.9007000000000005
EBU SOHO,115514N,24mths Band Z Unlimited Plan,204.48,10.224
EBU SOHO,115514,24mths Band Z Unlimited Plan,132.912,6.645600000000001
EBU SOHO,115515N,24mths Band Z Unlimited Max Plan,233.12,11.656
EBU SOHO,115515,24mths Band Z Unlimited Max Plan,151.52800000000002,7.576400000000001
EBU SOHO,115516N,24mths Band Z 6GB Red Plan with Entertainment,144.21,7.210500000000001
EBU SOHO,115516,24mths Band Z 6GB Red Plan with Entertainment,72.105,3.6052500000000003
EBU SOHO,115517N,24mths Band Z 12GB Red Plan with Entertainment ,155.67,7.7835
EBU SOHO,115517,24mths Band Z 12GB Red Plan with Entertainment ,77.835,3.89175
EBU SOHO,115518N,24mths Band Z 25GB Red Plan with Entertainment,172.85,8.6425
EBU SOHO,115518,24mths Band Z 25GB Red Plan with Entertainment,86.425,4.32125
EBU SOHO,115519N,24mths Band Z 100GB Red Plan with Entertainment ,195.77,9.7885
EBU SOHO,115519,24mths Band Z 100GB Red Plan with Entertainment ,97.885,4.89425
EBU SOHO,115520N,24mths Band Z 150GB Red Plan with Entertainment ,207.23,10.3615
EBU SOHO,115520,24mths Band Z 150GB Red Plan with Entertainment ,103.615,5.18075
EBU SOHO,115521N,24mths Band Z 250GB Red Plan with Entertainment ,218.69,10.9345
EBU SOHO,115521,24mths Band Z 250GB Red Plan with Entertainment ,109.345,5.46725
EBU SOHO,115522N,24mths Band Z Unlimited Plan with Entertainment,212.96,10.648000000000001
EBU SOHO,115522,24mths Band Z Unlimited Plan with Entertainment,138.424,6.921200000000001
EBU SOHO,115523N,24mths Band Z Unlimited Max Plan with Entertainment,241.6,12.08
EBU SOHO,115523,24mths Band Z Unlimited Max Plan with Entertainment,157.04,7.852
EBU SOHO,115524N,24mths Band Q 25GB Red Plan,166.56,8.328000000000001
EBU SOHO,115524,24mths Band Q 25GB Red Plan,83.28,4.164000000000001
EBU SOHO,115525N,24mths Band Q 40GB Red Plan,178.02,8.901000000000002
EBU SOHO,115525,24mths Band Q 40GB Red Plan,89.01,4.450500000000001
EBU SOHO,115526N,24mths Band Q 50GB Red Plan,178.02,8.901000000000002
EBU SOHO,115526,24mths Band Q 50GB Red Plan,89.01,4.450500000000001
EBU SOHO,115527N,24mths Band Q 100GB Red Plan ,189.48,9.474
EBU SOHO,115527,24mths Band Q 100GB Red Plan ,94.74,4.737
EBU SOHO,115528N,24mths Band Q 120GB Red Plan ,206.67,10.3335
EBU SOHO,115528,24mths Band Q 120GB Red Plan ,103.335,5.16675
EBU SOHO,115529N,24mths Band Q 150GB Red Plan ,200.94,10.047
EBU SOHO,115529,24mths Band Q 150GB Red Plan ,100.47,5.0235
EBU SOHO,115530N,24mths Band Q 250GB Red Plan ,212.4,10.620000000000001
EBU SOHO,115530,24mths Band Q 250GB Red Plan ,106.2,5.3100000000000005
EBU SOHO,115531N,24mths Band Q Unlimited Lite Plan,183.75,9.1875
EBU SOHO,115531,24mths Band Q Unlimited Lite Plan,119.4375,5.971875000000001
EBU SOHO,115532N,24mths Band Q Unlimited Plan,206.67,10.3335
EBU SOHO,115532,24mths Band Q Unlimited Plan,134.3355,6.716775
EBU SOHO,115533N,24mths Band Q Unlimited Max Plan,235.31,11.765500000000001
EBU SOHO,115533,24mths Band Q Unlimited Max Plan,152.9515,7.647575000000001
EBU SOHO,115534N,24mths Band Q 6GB Red Plan with Entertainment,146.4,7.32
EBU SOHO,115534,24mths Band Q 6GB Red Plan with Entertainment,73.2,3.66
EBU SOHO,115535N,24mths Band Q 12GB Red Plan with Entertainment ,157.85,7.8925
EBU SOHO,115535,24mths Band Q 12GB Red Plan with Entertainment ,78.925,3.94625
EBU SOHO,115536N,24mths Band Q 25GB Red Plan with Entertainment,175.04,8.752
EBU SOHO,115536,24mths Band Q 25GB Red Plan with Entertainment,87.52,4.376
EBU SOHO,115537N,24mths Band Q 100GB Red Plan with Entertainment ,197.96,9.898000000000001
EBU SOHO,115537,24mths Band Q 100GB Red Plan with Entertainment ,98.98,4.949000000000001
EBU SOHO,115538N,24mths Band Q 150GB Red Plan with Entertainment ,209.42,10.471
EBU SOHO,115538,24mths Band Q 150GB Red Plan with Entertainment ,104.71,5.2355
EBU SOHO,115539N,24mths Band Q 250GB Red Plan with Entertainment ,220.88,11.044
EBU SOHO,115539,24mths Band Q 250GB Red Plan with Entertainment ,110.44,5.522
EBU SOHO,115540N,24mths Band Q Unlimited Plan with Entertainment,215.15,10.7575
EBU SOHO,115540,24mths Band Q Unlimited Plan with Entertainment,139.8475,6.992375
EBU SOHO,115541N,24mths Band Q Unlimited Max Plan with Entertainment,243.79,12.1895
EBU SOHO,115541,24mths Band Q Unlimited Max Plan with Entertainment,158.4635,7.9231750000000005
EBU SOHO,116499N,24mths Band K 25GB Red Plan with Entertainment,131.5,6.575
EBU SOHO,116499,24mths Band K 25GB Red Plan with Entertainment,65.75,3.2875
EBU SOHO,116500N,24mths Band J 25GB Red Plan with Entertainment,130.46,6.523000000000001
EBU SOHO,116500,24mths Band J 25GB Red Plan with Entertainment,65.23,3.2615000000000003
EBU SOHO,116501N,24mths Band I 25GB Red Plan with Entertainment,138.58,6.929000000000001
EBU SOHO,116501,24mths Band I 25GB Red Plan with Entertainment,69.29,3.4645000000000006
EBU SOHO,116502N,24mths Band H 25GB Red Plan with Entertainment,119.31,5.9655000000000005
EBU SOHO,116502,24mths Band H 25GB Red Plan with Entertainment,59.655,2.9827500000000002
EBU SOHO,116503N,24mths Band G 25GB Red Plan with Entertainment,148.17,7.4085
EBU SOHO,116503,24mths Band G 25GB Red Plan with Entertainment,74.085,3.70425
EBU SOHO,116504N,24mths Band K Unlimited Plan with Entertainment,171.6,8.58
EBU SOHO,116504,24mths Band K Unlimited Plan with Entertainment,111.54,5.577000000000001
EBU SOHO,116505N,24mths Band J Unlimited Plan with Entertainment,170.56,8.528
EBU SOHO,116505,24mths Band J Unlimited Plan with Entertainment,110.864,5.543200000000001
EBU SOHO,116506N,24mths Band I Unlimited Plan with Entertainment,178.69,8.9345
EBU SOHO,116506,24mths Band I Unlimited Plan with Entertainment,116.1485,5.807425
EBU SOHO,116507N,24mths Band H Unlimited Plan with Entertainment,159.42,7.971
EBU SOHO,116507,24mths Band H Unlimited Plan with Entertainment,103.62299999999999,5.18115
EBU SOHO,116508N,24mths Band G Unlimited Plan with Entertainment,188.27,9.4135
EBU SOHO,116508,24mths Band G Unlimited Plan with Entertainment,122.37550000000002,6.118775000000001
EBU SOHO,116509N,24mths Band K Unlimited Max Plan with Entertainment,200.25,10.012500000000001
EBU SOHO,116509,24mths Band K Unlimited Max Plan with Entertainment,130.1625,6.508125
EBU SOHO,116510N,24mths Band J Unlimited Max Plan with Entertainment,199.21,9.960500000000001
EBU SOHO,116510,24mths Band J Unlimited Max Plan with Entertainment,129.4865,6.474325
EBU SOHO,116511N,24mths Band I Unlimited Max Plan with Entertainment,207.33,10.366500000000002
EBU SOHO,116511,24mths Band I Unlimited Max Plan with Entertainment,134.76450000000003,6.738225000000002
EBU SOHO,116512N,24mths Band H Unlimited Max Plan with Entertainment,188.06,9.403
EBU SOHO,116512,24mths Band H Unlimited Max Plan with Entertainment,122.239,6.11195
EBU SOHO,116513N,24mths Band G Unlimited Max Plan with Entertainment,216.92,10.846
EBU SOHO,116513,24mths Band G Unlimited Max Plan with Entertainment,140.998,7.0499
EBU VOICE,116276N,36m Band K 2GB Business Plan ,114.06,5.703
EBU VOICE,116276,36m Band K 2GB Business Plan ,57.03,2.8515
EBU VOICE,116277N,36m Band K 6GB Business Plan ,149.06,7.453
EBU VOICE,116277,36m Band K 6GB Business Plan ,74.53,3.7265
EBU VOICE,116278N,36m Band K 25GB Business Plan,189.06,9.453000000000001
EBU VOICE,116278,36m Band K 25GB Business Plan,94.53,4.726500000000001
EBU VOICE,116279N,36m Band J 2GB Business Plan ,114.06,5.703
EBU VOICE,116279,36m Band J 2GB Business Plan ,57.03,2.8515
EBU VOICE,116280N,36m Band J 6GB Business Plan ,146.56,7.328
EBU VOICE,116280,36m Band J 6GB Business Plan ,73.28,3.664
EBU VOICE,116281N,36m Band J 25GB Business Plan,189.06,9.453000000000001
EBU VOICE,116281,36m Band J 25GB Business Plan,94.53,4.726500000000001
EBU VOICE,116282N,36m Band I 2GB Business Plan ,120.0,6.0
EBU VOICE,116282,36m Band I 2GB Business Plan ,60.0,3.0
EBU VOICE,116283N,36m Band I 6GB Business Plan ,155.0,7.75
EBU VOICE,116283,36m Band I 6GB Business Plan ,77.5,3.875
EBU VOICE,116284N,36m Band I 25GB Business Plan,195.0,9.75
EBU VOICE,116284,36m Band I 25GB Business Plan,97.5,4.875
EBU VOICE,116285N,36m Band H 2GB Business Plan ,100.31,5.0155
EBU VOICE,116285,36m Band H 2GB Business Plan ,50.155,2.50775
EBU VOICE,116286N,36m Band H 6GB Business Plan ,135.31,6.7655
EBU VOICE,116286,36m Band H 6GB Business Plan ,67.655,3.38275
EBU VOICE,116287N,36m Band H 10GB Business Plan,150.31,7.5155
EBU VOICE,116287,36m Band H 10GB Business Plan,75.155,3.75775
EBU VOICE,116288N,36m Band H 12GB Business Plan ,150.31,7.5155
EBU VOICE,116288,36m Band H 12GB Business Plan ,75.155,3.75775
EBU VOICE,116289N,36m Band H 25GB Business Plan,175.31,8.765500000000001
EBU VOICE,116289,36m Band H 25GB Business Plan,87.655,4.382750000000001
EBU VOICE,116290N,36m Band H 40GB Business Plan,192.81,9.640500000000001
EBU VOICE,116290,36m Band H 40GB Business Plan,96.405,4.820250000000001
EBU VOICE,116291N,36m Band H 50GB Business Plan,192.81,9.640500000000001
EBU VOICE,116291,36m Band H 50GB Business Plan,96.405,4.820250000000001
EBU VOICE,116292N,36m Band H 100GB Business Plan ,210.31,10.515500000000001
EBU VOICE,116292,36m Band H 100GB Business Plan ,105.155,5.257750000000001
EBU VOICE,116293N,36m Band H 120GB Business Plan,235.31,11.765500000000001
EBU VOICE,116293,36m Band H 120GB Business Plan,117.655,5.882750000000001
EBU VOICE,116294N,36m Band H 150GB Business Plan ,225.31,11.265500000000001
EBU VOICE,116294,36m Band H 150GB Business Plan ,112.655,5.632750000000001
EBU VOICE,116295N,36m Band H 250GB Business Plan ,242.81,12.140500000000001
EBU VOICE,116295,36m Band H 250GB Business Plan ,121.405,6.070250000000001
EBU VOICE,116296N,36m Band H Unlimited Lite Business Plan,192.81,9.640500000000001
EBU VOICE,116296,36m Band H Unlimited Lite Business Plan,125.32650000000001,6.266325000000001
EBU VOICE,116297N,36m Band H Unlimited Business Plan,225.31,11.265500000000001
EBU VOICE,116297,36m Band H Unlimited Business Plan,146.4515,7.3225750000000005
EBU VOICE,116298N,36m Band H Unlimited Max Business Plan with VGR Plus,260.31,13.015500000000001
EBU VOICE,116298,36m Band H Unlimited Max Business Plan with VGR Plus,169.2015,8.460075000000002
EBU VOICE,116299N,36m Band G 2GB Business Plan ,128.75,6.4375
EBU VOICE,116299,36m Band G 2GB Business Plan ,64.375,3.21875
EBU VOICE,116300N,36m Band G 6GB Business Plan ,163.75,8.1875
EBU VOICE,116300,36m Band G 6GB Business Plan ,81.875,4.09375
EBU VOICE,116301N,36m Band G 10GB Business Plan,178.75,8.9375
EBU VOICE,116301,36m Band G 10GB Business Plan,89.375,4.46875
EBU VOICE,116302N,36m Band G 12GB Business Plan ,178.75,8.9375
EBU VOICE,116302,36m Band G 12GB Business Plan ,89.375,4.46875
EBU VOICE,116303N,36m Band G 25GB Business Plan,203.75,10.1875
EBU VOICE,116303,36m Band G 25GB Business Plan,101.875,5.09375
EBU VOICE,116304N,36m Band G 40GB Business Plan,221.25,11.0625
EBU VOICE,116304,36m Band G 40GB Business Plan,110.625,5.53125
EBU VOICE,116305N,36m Band G 50GB Business Plan,221.25,11.0625
EBU VOICE,116305,36m Band G 50GB Business Plan,110.625,5.53125
EBU VOICE,116306N,36m Band G 100GB Business Plan ,238.75,11.9375
EBU VOICE,116306,36m Band G 100GB Business Plan ,119.375,5.96875
EBU VOICE,116307N,36m Band G 120GB Business Plan ,263.75,13.1875
EBU VOICE,116307,36m Band G 120GB Business Plan ,131.875,6.59375
EBU VOICE,116308N,36m Band G 150GB Business Plan ,253.75,12.6875
EBU VOICE,116308,36m Band G 150GB Business Plan ,126.875,6.34375
EBU VOICE,116309N,36m Band G 250GB Business Plan ,271.25,13.5625
EBU VOICE,116309,36m Band G 250GB Business Plan ,135.625,6.78125
EBU VOICE,116310N,36m Band G Unlimited Lite Business Plan,221.25,11.0625
EBU VOICE,116310,36m Band G Unlimited Lite Business Plan,143.8125,7.190625000000001
EBU VOICE,116311N,36m Band G Unlimited Business Plan,253.75,12.6875
EBU VOICE,116311,36m Band G Unlimited Business Plan,164.9375,8.246875000000001
EBU VOICE,116312N,36m Band G Unlimited Max Business Plan with VGR Plus,288.75,14.4375
EBU VOICE,116312,36m Band G Unlimited Max Business Plan with VGR Plus,187.6875,9.384375
EBU VOICE,116313N,36m Band F 2GB Business Plan ,130.62,6.531000000000001
