TYPE,SKU,DESCRIPTION,REVENUE,COMMISSION
HBB,112797N,Pro Superfast 100 Fibre to your Home,120.0,12.0
HBB,112797,Pro Superfast 100 Fibre to your Home,25.0,2.5
HBB,112798N,Pro Superfast 100 - Fibre to your Home,120.0,12.0
HBB,112798,Pro Superfast 100 - Fibre to your Home,25.0,2.5
HBB,112842N,Superfast 2 Fibre to your Home 24m,60.0,6.0
HBB,112842,Superfast 2 Fibre to your Home 24m,15.0,1.5
HBB,112843N,Pro Superfast 2 Fibre to your Home,110.0,11.0
HBB,112843,Pro Superfast 2 Fibre to your Home,25.0,2.5
HBB,114399N,Pro Superfast 1 with Alexa Built-In Fibre to your Home,120.0,12.0
HBB,114399,Pro Superfast 1 with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,114400N,Pro Superfast 1 with Alexa Built-In - Fibre to your Home,120.0,12.0
HBB,114400,Pro Superfast 1 with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,114401N,Pro Superfast 1 with Alexa Built-In,120.0,12.0
HBB,114401,Pro Superfast 1 with Alexa Built-In,25.0,2.5
HBB,114402N,Pro Superfast 2 with Alexa Built-In - Fibre to your Home,120.0,12.0
HBB,114402,Pro Superfast 2 with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,114403N,Pro Superfast 2 with Alexa Built-In,120.0,12.0
HBB,114403,Pro Superfast 2 with Alexa Built-In,25.0,2.5
HBB,114404N,Pro Ultrafast 200 with Alexa Built-In Fibre to your Home,160.0,16.0
HBB,114404,Pro Ultrafast 200 with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,114405N,Pro Ultrafast 200 with Alexa Built-In - Fibre to your Home,160.0,16.0
HBB,114405,Pro Ultrafast 200 with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,114406N,Pro Ultrafast 500 with Alexa Built-In Fibre to your Home,170.0,17.0
HBB,114406,Pro Ultrafast 500 with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,114407N,Pro Ultrafast 500 with Alexa Built-In - Fibre to your Home,170.0,17.0
HBB,114407,Pro Ultrafast 500 with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,114408N,Pro Gigafast 900 with Alexa Built-In Fibre to your Home,180.0,18.0
HBB,114408,Pro Gigafast 900 with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,114409N,Pro Gigafast 900 with Alexa Built-In - Fibre to your Home,180.0,18.0
HBB,114409,Pro Gigafast 900 with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,114421N,Pro Superfast 100 with Alexa Built-In Fibre to your Home,130.0,13.0
HBB,114421,Pro Superfast 100 with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,114422N,Pro Superfast 100 with Alexa Built-In - Fibre to your Home,130.0,13.0
HBB,114422,Pro Superfast 100 with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,114425N,Pro Superfast 2 with Alexa Built-In Fibre to your Home,120.0,12.0
HBB,114425,Pro Superfast 2 with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,114627N,Ultrafast 200 Fibre to your Home 24m,100.0,10.0
HBB,114627,Ultrafast 200 Fibre to your Home 24m,15.0,1.5
HBB,114628N,Ultrafast 200 - Fibre to your Home 24m,100.0,10.0
HBB,114628,Ultrafast 200 - Fibre to your Home 24m,15.0,1.5
HBB,114629N,Ultrafast 500 Fibre to your Home 24m,110.0,11.0
HBB,114629,Ultrafast 500 Fibre to your Home 24m,15.0,1.5
HBB,114630N,Ultrafast 500 - Fibre to your Home 24m,110.0,11.0
HBB,114630,Ultrafast 500 - Fibre to your Home 24m,15.0,1.5
HBB,114631N,Gigafast 900 Fibre to your Home 24m,120.0,12.0
HBB,114631,Gigafast 900 Fibre to your Home 24m,15.0,1.5
HBB,114632N,Gigafast 900 - Fibre to your Home 24m,120.0,12.0
HBB,114632,Gigafast 900 - Fibre to your Home 24m,15.0,1.5
HBB,114982N,Superfast 1 Xtra Fibre to your Home 24m,60.0,6.0
HBB,114982,Superfast 1 Xtra Fibre to your Home 24m,15.0,1.5
HBB,114983N,Superfast 1 Xtra - Fibre to your Home 24m,60.0,6.0
HBB,114983,Superfast 1 Xtra - Fibre to your Home 24m,15.0,1.5
HBB,114984N,Superfast 1 Xtra 24m,60.0,6.0
HBB,114984,Superfast 1 Xtra 24m,15.0,1.5
HBB,114985N,Superfast 2 Xtra Fibre to your Home 24m,60.0,6.0
HBB,114985,Superfast 2 Xtra Fibre to your Home 24m,15.0,1.5
HBB,114986N,Superfast 2 Xtra - Fibre to your Home 24m,60.0,6.0
HBB,114986,Superfast 2 Xtra - Fibre to your Home 24m,15.0,1.5
HBB,114987N,Superfast 2 Xtra 24m,60.0,6.0
HBB,114987,Superfast 2 Xtra 24m,15.0,1.5
HBB,114988N,Superfast 100 Xtra Fibre to your Home 24m,70.0,7.0
HBB,114988,Superfast 100 Xtra Fibre to your Home 24m,15.0,1.5
HBB,114989N,Superfast 100 Xtra - Fibre to your Home 24m,70.0,7.0
HBB,114989,Superfast 100 Xtra - Fibre to your Home 24m,15.0,1.5
HBB,114990N,Ultrafast 200 Xtra Fibre to your Home 24m,100.0,10.0
HBB,114990,Ultrafast 200 Xtra Fibre to your Home 24m,15.0,1.5
HBB,114991N,Ultrafast 200 Xtra - Fibre to your Home 24m,100.0,10.0
HBB,114991,Ultrafast 200 Xtra - Fibre to your Home 24m,15.0,1.5
HBB,114992N,Ultrafast 500 Xtra Fibre to your Home 24m,110.0,11.0
HBB,114992,Ultrafast 500 Xtra Fibre to your Home 24m,15.0,1.5
HBB,114993N,Ultrafast 500 Xtra - Fibre to your Home 24m,110.0,11.0
HBB,114993,Ultrafast 500 Xtra - Fibre to your Home 24m,15.0,1.5
HBB,114994N,Gigafast 900 Xtra Fibre to your Home 24m,120.0,12.0
HBB,114994,Gigafast 900 Xtra Fibre to your Home 24m,15.0,1.5
HBB,114995N,Gigafast 900 Xtra - Fibre to your Home 24m,120.0,12.0
HBB,114995,Gigafast 900 Xtra - Fibre to your Home 24m,15.0,1.5
HBB,114996N,Pro Superfast 1 Xtra Fibre to your Home,120.0,12.0
HBB,114996,Pro Superfast 1 Xtra Fibre to your Home,25.0,2.5
HBB,114997N,Pro Superfast 1 Xtra - Fibre to your Home,120.0,12.0
HBB,114997,Pro Superfast 1 Xtra - Fibre to your Home,25.0,2.5
HBB,114998N,Pro Superfast 1 Xtra,120.0,12.0
HBB,114998,Pro Superfast 1 Xtra,25.0,2.5
HBB,114999N,Pro Superfast 2 Xtra - Fibre to your Home,120.0,12.0
HBB,114999,Pro Superfast 2 Xtra - Fibre to your Home,25.0,2.5
HBB,115000N,Pro Superfast 2 Xtra,120.0,12.0
HBB,115000,Pro Superfast 2 Xtra,25.0,2.5
HBB,115001N,Pro Ultrafast 200 Xtra Fibre to your Home,160.0,16.0
HBB,115001,Pro Ultrafast 200 Xtra Fibre to your Home,25.0,2.5
HBB,115002N,Pro Ultrafast 200 Xtra - Fibre to your Home,160.0,16.0
HBB,115002,Pro Ultrafast 200 Xtra - Fibre to your Home,25.0,2.5
HBB,115003N,Pro Ultrafast 500 Xtra Fibre to your Home,170.0,17.0
HBB,115003,Pro Ultrafast 500 Xtra Fibre to your Home,25.0,2.5
HBB,115004N,Pro Ultrafast 500 Xtra - Fibre to your Home,170.0,17.0
HBB,115004,Pro Ultrafast 500 Xtra - Fibre to your Home,25.0,2.5
HBB,115005N,Pro Gigafast 900 Xtra Fibre to your Home,180.0,18.0
HBB,115005,Pro Gigafast 900 Xtra Fibre to your Home,25.0,2.5
HBB,115006N,Pro Gigafast 900 Xtra - Fibre to your Home,180.0,18.0
HBB,115006,Pro Gigafast 900 Xtra - Fibre to your Home,25.0,2.5
HBB,115007N,Pro Superfast 100 Xtra Fibre to your Home,120.0,12.0
HBB,115007,Pro Superfast 100 Xtra Fibre to your Home,25.0,2.5
HBB,115008N,Pro Superfast 100 Xtra - Fibre to your Home,120.0,12.0
HBB,115008,Pro Superfast 100 Xtra - Fibre to your Home,25.0,2.5
HBB,115009N,Pro Superfast 2 Xtra Fibre to your Home,120.0,12.0
HBB,115009,Pro Superfast 2 Xtra Fibre to your Home,25.0,2.5
HBB,115010N,Pro Superfast 1 Xtra with Alexa Built-In Fibre to your Home,130.0,13.0
HBB,115010,Pro Superfast 1 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,115011N,Pro Superfast 1 Xtra with Alexa Built-In - Fibre to your Home,130.0,13.0
HBB,115011,Pro Superfast 1 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115012N,Pro Superfast 1 Xtra with Alexa Built-In,130.0,13.0
HBB,115012,Pro Superfast 1 Xtra with Alexa Built-In,25.0,2.5
HBB,115013N,Pro Superfast 2 Xtra with Alexa Built-In - Fibre to your Home,130.0,13.0
HBB,115013,Pro Superfast 2 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115014N,Pro Superfast 2 Xtra with Alexa Built-In ,130.0,13.0
HBB,115014,Pro Superfast 2 Xtra with Alexa Built-In ,25.0,2.5
HBB,115015N,Pro Ultrafast 200 Xtra with Alexa Built-In Fibre to your Home,170.0,17.0
HBB,115015,Pro Ultrafast 200 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,115016N,Pro Ultrafast 200 Xtra with Alexa Built-In - Fibre to your Home,170.0,17.0
HBB,115016,Pro Ultrafast 200 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115017N,Pro Ultrafast 500 Xtra with Alexa Built-In Fibre to your Home,180.0,18.0
HBB,115017,Pro Ultrafast 500 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,115018N,Pro Ultrafast 500 Xtra with Alexa Built-In - Fibre to your Home,180.0,18.0
HBB,115018,Pro Ultrafast 500 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115019N,Pro Gigafast 900 Xtra with Alexa Built-In Fibre to your Home,190.0,19.0
HBB,115019,Pro Gigafast 900 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,115020N,Pro Gigafast 900 Xtra with Alexa Built-In - Fibre to your Home,190.0,19.0
HBB,115020,Pro Gigafast 900 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115021N,Pro Superfast 100 Xtra with Alexa Built-In Fibre to your Home,140.0,14.0
HBB,115021,Pro Superfast 100 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,115022N,Pro Superfast 100 Xtra with Alexa Built-In - Fibre to your Home,140.0,14.0
HBB,115022,Pro Superfast 100 Xtra with Alexa Built-In - Fibre to your Home,25.0,2.5
HBB,115023N,Pro Superfast 2 Xtra with Alexa Built-In Fibre to your Home,130.0,13.0
HBB,115023,Pro Superfast 2 Xtra with Alexa Built-In Fibre to your Home,25.0,2.5
HBB,116963N,Superfast 1,60.0,6.0
HBB,116963,Superfast 1,15.0,1.5
HBB,116964N,Superfast 1,60.0,6.0
HBB,116964,Superfast 1,15.0,1.5
HBB,116965N,Superfast 2,60.0,6.0
HBB,116965,Superfast 2,15.0,1.5
HBB,116966N,Superfast 2,60.0,6.0
HBB,116966,Superfast 2,15.0,1.5
HBB,116968N,Superfast 100,70.0,7.0
HBB,116968,Superfast 100,15.0,1.5
MBB,116524N,24month Band Z Tablet Laptop  Plan Unlimited Max ,228.62,11.431000000000001
MBB,116524,24month Band Z Tablet Laptop  Plan Unlimited Max ,148.603,7.430150000000001
MBB,116525N,24month Band Z Tablet Laptop  Plan 2GB ,238.3,11.915000000000001
MBB,116525,24month Band Z Tablet Laptop  Plan 2GB ,119.15,5.9575000000000005
MBB,116526N,24month Band Z Tablet Laptop  Plan 25GB ,264.12,13.206000000000001
MBB,116526,24month Band Z Tablet Laptop  Plan 25GB ,132.06,6.603000000000001
MBB,116527N,24month Band Y Tablet Laptop  Plan Unlimited Max ,112.67,5.633500000000001
MBB,116527,24month Band Y Tablet Laptop  Plan Unlimited Max ,73.2355,3.6617750000000004
MBB,116528N,24month Band Y Tablet Laptop  Plan 2GB ,114.28,5.714
MBB,116528,24month Band Y Tablet Laptop  Plan 2GB ,57.14,2.857
MBB,116529N,24month Band Y Tablet Laptop  Plan 25GB ,140.1,7.005
MBB,116529,24month Band Y Tablet Laptop  Plan 25GB ,70.05,3.5025
MBB,116530N,24month Band X Tablet Laptop  Plan Plan Unlimited Max,146.57,7.3285
MBB,116530,24month Band X Tablet Laptop  Plan Plan Unlimited Max,95.2705,4.7635250000000005
MBB,116531N,24month Band X Tablet Laptop  Plan 2GB,122.37,6.118500000000001
MBB,116531,24month Band X Tablet Laptop  Plan 2GB,61.185,3.0592500000000005
MBB,116532N,24month Band X Tablet Laptop  Plan 25GB,148.19,7.4095
MBB,116532,24month Band X Tablet Laptop  Plan 25GB,74.095,3.70475
MBB,116533N,24month Band Q Tablet Laptop  Plan Unlimited Max ,180.9,9.045
MBB,116533,24month Band Q Tablet Laptop  Plan Unlimited Max ,117.58500000000001,5.879250000000001
MBB,116534N,24month Band Q Tablet Laptop  Plan 2GB ,198.65,9.932500000000001
MBB,116534,24month Band Q Tablet Laptop  Plan 2GB ,99.325,4.9662500000000005
MBB,116535N,24month Band Q Tablet Laptop  Plan 25GB ,224.46,11.223
MBB,116535,24month Band Q Tablet Laptop  Plan 25GB ,112.23,5.6115
MBB,116536N,24month Band P Tablet Laptop  Plan Unlimited Max ,285.75,14.287500000000001
MBB,116536,24month Band P Tablet Laptop  Plan Unlimited Max ,185.7375,9.286875
MBB,116537N,24month Band P Tablet Laptop  Plan 2GB ,307.53,15.3765
MBB,116537,24month Band P Tablet Laptop  Plan 2GB ,153.765,7.68825
MBB,116538N,24month Band P Tablet Laptop  Plan 25GB,333.35,16.6675
MBB,116538,24month Band P Tablet Laptop  Plan 25GB,166.675,8.33375
MBB,116539N,24month Band 8 Tablet Laptop  Plan 100GB ,61.37,3.0685000000000002
MBB,116539,24month Band 8 Tablet Laptop  Plan 100GB ,30.685,1.5342500000000001
MBB,116540N,24month Band 8 Tablet Laptop  Plan Unlimited Max,106.54,5.327000000000001
MBB,116540,24month Band 8 Tablet Laptop  Plan Unlimited Max,69.251,3.4625500000000002
MBB,116541N,24month Band 8 Tablet Laptop  Plan 2GB,9.74,0.48700000000000004
MBB,116541,24month Band 8 Tablet Laptop  Plan 2GB,4.87,0.24350000000000002
MBB,116542N,24month Band 8 Tablet Laptop  Plan 25GB,29.1,1.455
MBB,116542,24month Band 8 Tablet Laptop  Plan 25GB,14.55,0.7275
MBB,116543N,24month Band 7 Tablet Laptop  Plan 100GB ,111.35,5.5675
MBB,116543,24month Band 7 Tablet Laptop  Plan 100GB ,55.675,2.78375
MBB,116544N,24month Band 7 Tablet Laptop  Plan Unlimited Max,116.19,5.8095
MBB,116544,24month Band 7 Tablet Laptop  Plan Unlimited Max,75.5235,3.7761750000000003
MBB,116545N,24month Band 7 Tablet Laptop  Plan 2GB,46.82,2.341
MBB,116545,24month Band 7 Tablet Laptop  Plan 2GB,23.41,1.1705
MBB,116546N,24month Band 7 Tablet Laptop  Plan 25GB,72.63,3.6315
MBB,116546,24month Band 7 Tablet Laptop  Plan 25GB,36.315,1.81575
MBB,116547N,24month Band 6A Tablet Laptop  Plan Unlimited Max,122.09,6.104500000000001
MBB,116547,24month Band 6A Tablet Laptop  Plan Unlimited Max,79.3585,3.9679250000000006
MBB,116548N,24month Band 6A Tablet Laptop  Plan 2GB,54.33,2.7165
MBB,116548,24month Band 6A Tablet Laptop  Plan 2GB,27.165,1.35825
MBB,116549N,24month Band 6A Tablet Laptop  Plan 25GB,80.14,4.007000000000001
MBB,116549,24month Band 6A Tablet Laptop  Plan 25GB,40.07,2.0035000000000003
MBB,116550N,24month Band 6A Tablet Laptop  Plan 100GB,118.86,5.9430000000000005
MBB,116550,24month Band 6A Tablet Laptop  Plan 100GB,59.43,2.9715000000000003
MBB,116551N,24month Band 6 Tablet Laptop  Plan Unlimited Max,60.79,3.0395000000000003
MBB,116551,24month Band 6 Tablet Laptop  Plan Unlimited Max,39.5135,1.975675
MBB,116552N,24month Band 6 Tablet Laptop  Plan 2GB,28.52,1.4260000000000002
MBB,116552,24month Band 6 Tablet Laptop  Plan 2GB,14.26,0.7130000000000001
MBB,116553N,24month Band  6 Tablet Laptop  Plan 25GB,41.43,2.0715
MBB,116553,24month Band  6 Tablet Laptop  Plan 25GB,20.715,1.03575
MBB,116554N,24month Band 6 Tablet Laptop  Plan 100GB,80.15,4.0075
MBB,116554,24month Band 6 Tablet Laptop  Plan 100GB,40.075,2.00375
MBB,116555N,24month Band 5A Tablet Laptop  Plan Unlimited Max,67.24,3.362
MBB,116555,24month Band 5A Tablet Laptop  Plan Unlimited Max,43.705999999999996,2.1853
MBB,116556N,24month Band 5A Tablet Laptop  Plan 2GB,67.24,3.362
MBB,116556,24month Band 5A Tablet Laptop  Plan 2GB,33.62,1.681
MBB,116557N,24month Band 5A Tablet Laptop  Plan 25GB,93.06,4.6530000000000005
MBB,116557,24month Band 5A Tablet Laptop  Plan 25GB,46.53,2.3265000000000002
MBB,116558N,24month Band 5A Tablet Laptop  Plan 100GB,125.32,6.266
MBB,116558,24month Band 5A Tablet Laptop  Plan 100GB,62.66,3.133
MBB,116559N,24month Band 5 Tablet Laptop  Plan Unlimited Max,102.56,5.128
MBB,116559,24month Band 5 Tablet Laptop  Plan Unlimited Max,66.664,3.3332
MBB,116560N,24month Band 5 Tablet Laptop  Plan 2GB,68.68,3.4340000000000006
MBB,116560,24month Band 5 Tablet Laptop  Plan 2GB,34.34,1.7170000000000003
MBB,116561N,24month Band 5 Tablet Laptop  Plan 25GB,94.49,4.7245
MBB,116561,24month Band 5 Tablet Laptop  Plan 25GB,47.245,2.36225
MBB,116562N,24month Band 4 Tablet Laptop  Plan Unlimited Max,93.43,4.671500000000001
MBB,116562,24month Band 4 Tablet Laptop  Plan Unlimited Max,60.72950000000001,3.0364750000000007
MBB,116563N,24month Band 4 Tablet Laptop  Plan 2GB,62.77,3.1385000000000005
MBB,116563,24month Band 4 Tablet Laptop  Plan 2GB,31.385,1.5692500000000003
MBB,116564N,24month Band 4 Tablet Laptop  Plan 25GB,88.59,4.4295
MBB,116564,24month Band 4 Tablet Laptop  Plan 25GB,44.295,2.21475
MBB,116565N,24month Band 3 Tablet Laptop  Plan Unlimited Max,126.74,6.337
MBB,116565,24month Band 3 Tablet Laptop  Plan Unlimited Max,82.381,4.1190500000000005
MBB,116566N,24month Band 3 Tablet Laptop  Plan 25GB,125.13,6.2565
MBB,116566,24month Band 3 Tablet Laptop  Plan 25GB,62.565,3.12825
MBB,116567N,24month Band 3  Tablet Laptop  Plan 2GB,99.31,4.9655000000000005
MBB,116567,24month Band 3  Tablet Laptop  Plan 2GB,49.655,2.4827500000000002
MBB,116568N,24month Band 2 Tablet Laptop  Plan Unlimited Max,94.79,4.7395000000000005
MBB,116568,24month Band 2 Tablet Laptop  Plan Unlimited Max,61.61350000000001,3.0806750000000007
MBB,116569N,24month Band 2 Tablet Laptop  Plan 2GB,71.4,3.5700000000000003
MBB,116569,24month Band 2 Tablet Laptop  Plan 2GB,35.7,1.7850000000000001
MBB,116570N,24month Band 2 Tablet Laptop  Plan 25GB,97.21,4.8605
MBB,116570,24month Band 2 Tablet Laptop  Plan 25GB,48.605,2.43025
MBB,116571N,24month Band 1 Tablet Laptop  Plan Unlimited Max,109.71,5.4855
MBB,116571,24month Band 1 Tablet Laptop  Plan Unlimited Max,71.3115,3.565575
MBB,116572N,24month Band 1 Tablet Laptop  Plan 2GB,90.35,4.5175
MBB,116572,24month Band 1 Tablet Laptop  Plan 2GB,45.175,2.25875
MBB,116573N,24month Band 1 Tablet Laptop  Plan 25GB,116.16,5.808
MBB,116573,24month Band 1 Tablet Laptop  Plan 25GB,58.08,2.904
MBB,116574N,24month Band 0A Tablet  Plan 25GB,143.03,7.1515
MBB,116574,24month Band 0A Tablet  Plan 25GB,71.515,3.57575
MBB,116575N,24month Band 0A Tablet Laptop  Plan Unlimited Max,131.74,6.587000000000001
MBB,116575,24month Band 0A Tablet Laptop  Plan Unlimited Max,85.63100000000001,4.281550000000001
MBB,116576N,24month Band 0A Tablet Laptop  Plan 2GB,117.22,5.861000000000001
MBB,116576,24month Band 0A Tablet Laptop  Plan 2GB,58.61,2.9305000000000003
MBB,116577N,24month Band 0 Tablet Laptop  Plan Unlimited Max,135.87,6.793500000000001
MBB,116577,24month Band 0 Tablet Laptop  Plan Unlimited Max,88.3155,4.415775
MBB,116578N,24month Band 0 Tablet Laptop  Plan 2GB,106.83,5.3415
MBB,116578,24month Band 0 Tablet Laptop  Plan 2GB,53.415,2.67075
MBB,116579N,24month Band 0 Tablet Laptop  Plan 25GB,132.64,6.632
MBB,116579,24month Band 0 Tablet Laptop  Plan 25GB,66.32,3.316
MBB,116580N,30day Dongle Mobile WiFi Plan Unlimited Max C,82.95,4.1475
MBB,116580,30day Dongle Mobile WiFi Plan Unlimited Max C,53.917500000000004,2.6958750000000005
MBB,116581N,30day Dongle Mobile WiFi Plan Unlimited Max A,110.88,5.5440000000000005
MBB,116581,30day Dongle Mobile WiFi Plan Unlimited Max A,72.072,3.6036
MBB,116582N,30day Dongle Mobile WiFi Plan 30GB A,77.67,3.8835
MBB,116582,30day Dongle Mobile WiFi Plan 30GB A,38.835,1.94175
MBB,116583N,30day Dongle Mobile WiFi Plan Unlimited Max B,93.51,4.6755
MBB,116583,30day Dongle Mobile WiFi Plan Unlimited Max B,60.78150000000001,3.0390750000000004
MBB,116584N,30day Dongle Mobile WiFi Plan 4GB C,29.04,1.452
MBB,116584,30day Dongle Mobile WiFi Plan 4GB C,14.52,0.726
MBB,116585N,30day Dongle Mobile WiFi Plan 4GB B,38.36,1.9180000000000001
MBB,116585,30day Dongle Mobile WiFi Plan 4GB B,19.18,0.9590000000000001
MBB,116586N,30day  Dongle Mobile WiFi Plan 4GB A,52.8,2.64
MBB,116586,30day  Dongle Mobile WiFi Plan 4GB A,26.4,1.32
MBB,116587N,30day Dongle Mobile WiFi Plan 30GB C,58.08,2.904
MBB,116587,30day Dongle Mobile WiFi Plan 30GB C,29.04,1.452
MBB,116588N,30day Dongle Mobile WiFi Plan 30GB B,64.47,3.2235
MBB,116588,30day Dongle Mobile WiFi Plan 30GB B,32.235,1.61175
MBB,116589N,12mth Dongle Mobile WiFi plan Unlimited Max B,157.45,7.8725
MBB,116589,12mth Dongle Mobile WiFi plan Unlimited Max B,102.3425,5.117125000000001
MBB,116590N,12mth Dongle Mobile WiFi plan Unlimited Max C,137.51,6.8755
MBB,116590,12mth Dongle Mobile WiFi plan Unlimited Max C,89.3815,4.469075
MBB,116591N,12mth Dongle Mobile WiFi plan 30GB A,100.5,5.025
MBB,116591,12mth Dongle Mobile WiFi plan 30GB A,50.25,2.5125
MBB,116592N,12mth Dongle Mobile WiFi plan 4GB A,51.27,2.5635000000000003
MBB,116592,12mth Dongle Mobile WiFi plan 4GB A,25.635,1.2817500000000002
MBB,116593N,12mth Dongle Mobile WiFi plan 30GB B,102.6,5.13
MBB,116593,12mth Dongle Mobile WiFi plan 30GB B,51.3,2.565
MBB,116594N,12mth Dongle Mobile WiFi plan Unlimited Max A,143.38,7.1690000000000005
MBB,116594,12mth Dongle Mobile WiFi plan Unlimited Max A,93.197,4.6598500000000005
MBB,116595N,12mth Dongle Mobile WiFi plan 4GB C,34.91,1.7454999999999998
MBB,116595,12mth Dongle Mobile WiFi plan 4GB C,17.455,0.8727499999999999
MBB,116596N,12mth Dongle Mobile WiFi plan 4GB B,47.75,2.3875
MBB,116596,12mth Dongle Mobile WiFi plan 4GB B,23.875,1.19375
MBB,116597N,12mth Dongle Mobile WiFi plan 30GB C,82.65,4.1325
MBB,116597,12mth Dongle Mobile WiFi plan 30GB C,41.325,2.06625
MBB,116598N,24mth Dongle Mobile WiFi Plan 30GB B,121.96,6.098
MBB,116598,24mth Dongle Mobile WiFi Plan 30GB B,60.98,3.049
MBB,116599N,24mth Dongle Mobile WiFi Plan 30GB C,96.15,4.807500000000001
MBB,116599,24mth Dongle Mobile WiFi Plan 30GB C,48.075,2.4037500000000005
MBB,116600N,24mth Dongle Mobile WiFi Plan Unlimited Max B,162.29,8.1145
MBB,116600,24mth Dongle Mobile WiFi Plan Unlimited Max B,105.4885,5.274425000000001
MBB,116601N,24mth  Dongle Mobile WiFi Plan 4GB A,62.66,3.133
MBB,116601,24mth  Dongle Mobile WiFi Plan 4GB A,31.33,1.5665
MBB,116602N,24mth Dongle Mobile WiFi Plan 30GB A,118.39,5.9195
MBB,116602,24mth Dongle Mobile WiFi Plan 30GB A,59.195,2.95975
MBB,116603N,24mth Dongle Mobile WiFi Plan Unlimited Max A,148.71,7.435500000000001
MBB,116603,24mth Dongle Mobile WiFi Plan Unlimited Max A,96.6615,4.833075000000001
MBB,116604N,24mth Dongle Mobile WiFi Plan Unlimited Max C,139.71,6.985500000000001
MBB,116604,24mth Dongle Mobile WiFi Plan Unlimited Max C,90.81150000000001,4.5405750000000005
MBB,116605N,24mth Dongle Mobile WiFi Plan 4GB C,38.72,1.936
MBB,116605,24mth Dongle Mobile WiFi Plan 4GB C,19.36,0.968
MBB,116606N,24mth Dongle Mobile WiFi Plan 4GB B,57.43,2.8715
MBB,116606,24mth Dongle Mobile WiFi Plan 4GB B,28.715,1.43575
MBB,116607N,Unlimited Max  Data SIM Plan 30day ,90.58,4.529
MBB,116607,Unlimited Max  Data SIM Plan 30day ,58.877,2.9438500000000003
MBB,116608N,4GB Data SIM Plan 30day,32.5,1.625
MBB,116608,4GB Data SIM Plan 30day,16.25,0.8125
MBB,116609N,30GB Data SIM Plan 30day,61.54,3.077
MBB,116609,30GB Data SIM Plan 30day,30.77,1.5385
MBB,116610N,4GB Data SIM plan 12mth,47.76,2.388
MBB,116610,4GB Data SIM plan 12mth,23.88,1.194
MBB,116611N,30GB Data SIM plan 12mth,102.61,5.1305000000000005
MBB,116611,30GB Data SIM plan 12mth,51.305,2.5652500000000003
MBB,116612N,Unlimited Max Data SIM plan 12mth,157.46,7.873000000000001
MBB,116612,Unlimited Max Data SIM plan 12mth,102.349,5.117450000000001
MBB,116613N,4GB Data SIM plan 24mth ,57.44,2.872
MBB,116613,4GB Data SIM plan 24mth ,28.72,1.436
MBB,116614N,30GB Data SIM plan 24mth,121.97,6.0985000000000005
MBB,116614,30GB Data SIM plan 24mth,60.985,3.0492500000000002
MBB,116615N,Unlimited Max Data SIM plan 24mth,162.3,8.115
MBB,116615,Unlimited Max Data SIM plan 24mth,105.495,5.274750000000001
ONE NUMBER,111005N,Amazon DVA package,0.0,0.0
ONE NUMBER,111005,Amazon DVA package,0.0,0.0
ONE NUMBER,111990N,One Number SIMO,18.48,0.924
ONE NUMBER,111990,One Number SIMO,9.24,0.462
ONE NUMBER,114389N,24m OneNumber Plan A,52.69,2.6345
ONE NUMBER,114389,24m OneNumber Plan A,26.345,1.31725
ONE NUMBER,114390N,24m OneNumber Plan B,41.1,2.055
ONE NUMBER,114390,24m OneNumber Plan B,20.55,1.0275
ONE NUMBER,114391N,24m OneNumber Plan C,38.81,1.9405000000000001
ONE NUMBER,114391,24m OneNumber Plan C,19.405,0.9702500000000001
ONE NUMBER,114392N,24m OneNumber Plan D,62.86,3.1430000000000002
ONE NUMBER,114392,24m OneNumber Plan D,31.43,1.5715000000000001
ONE NUMBER,114393N,24m OneNumber Plan E,47.74,2.387
ONE NUMBER,114393,24m OneNumber Plan E,23.87,1.1935
ONE NUMBER,114394N,24m OneNumber Plan F,41.93,2.0965000000000003
ONE NUMBER,114394,24m OneNumber Plan F,20.965,1.0482500000000001
ONE NUMBER,114395N,24m OneNumber Plan G,45.47,2.2735
